 Year Forcing ATM_N ATM_0 ATM_P OCN_N OCN_0 OCN_P DTDT_N DTDT_0 DTDT_P
  0.00000E+00  0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  8.33333E-02  8.33333E-04 -7.63801E-06 -4.91015E-06 -2.18229E-06 -2.92000E-05 -2.92000E-05 -2.92000E-05  7.96495E-04  7.99222E-04  8.01950E-04
  1.66667E-01  1.66667E-03 -2.98768E-05 -1.92386E-05 -8.56479E-06 -1.14218E-04 -1.14409E-04 -1.14601E-04  1.52257E-03  1.53302E-03  1.54350E-03
  2.50000E-01  2.50000E-03 -6.54254E-05 -4.22144E-05 -1.88312E-05 -2.46283E-04 -2.47206E-04 -2.48132E-04  2.18829E-03  2.21058E-03  2.23303E-03
  3.33333E-01  3.33333E-03 -1.13177E-04 -7.31749E-05 -3.27090E-05 -4.15091E-04 -4.17551E-04 -4.20025E-04  2.80506E-03  2.84260E-03  2.88060E-03
  4.16667E-01  4.16666E-03 -1.72236E-04 -1.11583E-04 -4.99784E-05 -6.13551E-04 -6.18528E-04 -6.23552E-04  3.38088E-03  3.43655E-03  3.49313E-03
  5.00000E-01  5.00000E-03 -2.41849E-04 -1.56991E-04 -7.04559E-05 -8.36458E-04 -8.45055E-04 -8.53759E-04  3.92169E-03  3.99795E-03  4.07578E-03
  5.83333E-01  5.83333E-03 -3.21377E-04 -2.09015E-04 -9.39851E-05 -1.07986E-03 -1.09326E-03 -1.10687E-03  4.43209E-03  4.53105E-03  4.63247E-03
  6.66667E-01  6.66666E-03 -4.10261E-04 -2.67320E-04 -1.20430E-04 -1.34069E-03 -1.36013E-03 -1.37994E-03  4.91571E-03  5.03921E-03  5.16629E-03
  7.50000E-01  7.49999E-03 -5.08010E-04 -3.31614E-04 -1.49671E-04 -1.61648E-03 -1.64323E-03 -1.67058E-03  5.37550E-03  5.52515E-03  5.67975E-03
