 Year Tse_N Tse_0 Tse_P Ts_N Ts_0 Ts_P
  1.90833E+01  3.83333E-02  5.96296E-02  1.34167E-01  5.28396E-03  4.65521E-03  3.00029E-03
  1.91667E+01  4.00000E-02  6.22223E-02  1.40000E-01  5.64720E-03  5.04381E-03  3.41849E-03
  1.92500E+01  4.16667E-02  6.48148E-02  1.45833E-01  6.02113E-03  5.44437E-03  3.85007E-03
  1.93333E+01  4.33333E-02  6.74074E-02  1.51667E-01  6.40548E-03  5.85664E-03  4.29482E-03
  1.94167E+01  4.50000E-02  7.00000E-02  1.57500E-01  6.80000E-03  6.28037E-03  4.75249E-03
  1.95000E+01  4.66667E-02  7.25926E-02  1.63333E-01  7.20443E-03  6.71530E-03  5.22286E-03
  1.95833E+01  4.83333E-02  7.51852E-02  1.69167E-01  7.61852E-03  7.16121E-03  5.70570E-03
  1.96667E+01  5.00000E-02  7.77778E-02  1.75000E-01  8.04201E-03  7.61784E-03  6.20078E-03
  1.97500E+01  5.16667E-02  8.03704E-02  1.80833E-01  8.47469E-03  8.08496E-03  6.70790E-03
  1.98333E+01  5.33333E-02  8.29630E-02  1.86667E-01  8.91632E-03  8.56237E-03  7.22684E-03
  1.99167E+01  5.50000E-02  8.55556E-02  1.92500E-01  9.36667E-03  9.04983E-03  7.75741E-03
  2.00000E+01  5.66667E-02  8.81481E-02  1.98333E-01  9.82556E-03  9.54716E-03  8.29941E-03
  2.00833E+01  5.61111E-02  8.72839E-02  1.96389E-01  1.02724E-02  1.00338E-02  8.83229E-03
  2.01667E+01  5.55555E-02  8.64197E-02  1.94444E-01  1.06884E-02  1.04908E-02  9.33703E-03
  2.02500E+01  5.50000E-02  8.55555E-02  1.92500E-01  1.10769E-02  1.09212E-02  9.81641E-03
  2.03333E+01  5.44444E-02  8.46913E-02  1.90556E-01  1.14406E-02  1.13277E-02  1.02728E-02
  2.04167E+01  5.38889E-02  8.38271E-02  1.88611E-01  1.17818E-02  1.17121E-02  1.07081E-02
  2.05000E+01  5.33333E-02  8.29630E-02  1.86667E-01  1.21022E-02  1.20763E-02  1.11239E-02
  2.05833E+01  5.27778E-02  8.20988E-02  1.84722E-01  1.24034E-02  1.24217E-02  1.15215E-02
  2.06667E+01  5.22222E-02  8.12345E-02  1.82778E-01  1.26869E-02  1.27495E-02  1.19019E-02
  2.07500E+01  5.16667E-02  8.03704E-02  1.80833E-01  1.29536E-02  1.30608E-02  1.22662E-02
  2.08333E+01  5.11111E-02  7.95062E-02  1.78889E-01  1.32047E-02  1.33565E-02  1.26153E-02
  2.09167E+01  5.05555E-02  7.86420E-02  1.76944E-01  1.34411E-02  1.36374E-02  1.29499E-02
  2.10000E+01  5.00000E-02  7.77778E-02  1.75000E-01  1.36635E-02  1.39044E-02  1.32706E-02
  2.10833E+01  5.01190E-02  7.79630E-02  1.75417E-01  1.38790E-02  1.41642E-02  1.35844E-02
  2.11667E+01  5.02381E-02  7.81481E-02  1.75833E-01  1.40937E-02  1.44232E-02  1.38973E-02
  2.12500E+01  5.03571E-02  7.83333E-02  1.76250E-01  1.43073E-02  1.46810E-02  1.42092E-02
  2.13333E+01  5.04762E-02  7.85185E-02  1.76667E-01  1.45194E-02  1.49371E-02  1.45196E-02
  2.14167E+01  5.05952E-02  7.87037E-02  1.77083E-01  1.47298E-02  1.51916E-02  1.48285E-02
  2.15000E+01  5.07143E-02  7.88889E-02  1.77500E-01  1.49383E-02  1.54441E-02  1.51355E-02
  2.15833E+01  5.08333E-02  7.90741E-02  1.77917E-01  1.51450E-02  1.56947E-02  1.54408E-02
  2.16667E+01  5.09524E-02  7.92592E-02  1.78333E-01  1.53496E-02  1.59432E-02  1.57442E-02
  2.17500E+01  5.10714E-02  7.94444E-02  1.78750E-01  1.55523E-02  1.61897E-02  1.60457E-02
  2.18333E+01  5.11905E-02  7.96296E-02  1.79167E-01  1.57529E-02  1.64342E-02  1.63453E-02
  2.19167E+01  5.13095E-02  7.98148E-02  1.79583E-01  1.59516E-02  1.66767E-02  1.66431E-02
  2.20000E+01  5.14286E-02  8.00000E-02  1.80000E-01  1.61483E-02  1.69172E-02  1.69390E-02
  2.20833E+01  5.00397E-02  7.78395E-02  1.75139E-01  1.63292E-02  1.71418E-02  1.72193E-02
  2.21667E+01  4.86508E-02  7.56790E-02  1.70278E-01  1.64819E-02  1.73381E-02  1.74711E-02
  2.22500E+01  4.72619E-02  7.35185E-02  1.65417E-01  1.66085E-02  1.75080E-02  1.76966E-02
  2.23333E+01  4.58730E-02  7.13580E-02  1.60555E-01  1.67112E-02  1.76537E-02  1.78975E-02
  2.24167E+01  4.44841E-02  6.91975E-02  1.55694E-01  1.67917E-02  1.77765E-02  1.80752E-02
  2.25000E+01  4.30952E-02  6.70370E-02  1.50833E-01  1.68513E-02  1.78778E-02  1.82309E-02
  2.25833E+01  4.17063E-02  6.48765E-02  1.45972E-01  1.68913E-02  1.79587E-02  1.83656E-02
  2.26667E+01  4.03174E-02  6.27160E-02  1.41111E-01  1.69126E-02  1.80203E-02  1.84803E-02
  2.27500E+01  3.89286E-02  6.05556E-02  1.36250E-01  1.69163E-02  1.80633E-02  1.85757E-02
  2.28333E+01  3.75397E-02  5.83951E-02  1.31389E-01  1.69031E-02  1.80886E-02  1.86526E-02
  2.29167E+01  3.61508E-02  5.62345E-02  1.26528E-01  1.68738E-02  1.80968E-02  1.87115E-02
  2.30000E+01  3.47619E-02  5.40741E-02  1.21667E-01  1.68291E-02  1.80885E-02  1.87532E-02
  2.30833E+01  3.40476E-02  5.29630E-02  1.19167E-01  1.67757E-02  1.80707E-02  1.87842E-02
  2.31667E+01  3.33333E-02  5.18518E-02  1.16667E-01  1.67200E-02  1.80494E-02  1.88108E-02
  2.32500E+01  3.26191E-02  5.07407E-02  1.14167E-01  1.66613E-02  1.80241E-02  1.88325E-02
  2.33333E+01  3.19048E-02  4.96296E-02  1.11667E-01  1.65994E-02  1.79946E-02  1.88491E-02
  2.34167E+01  3.11905E-02  4.85185E-02  1.09167E-01  1.65338E-02  1.79606E-02  1.88603E-02
  2.35000E+01  3.04762E-02  4.74074E-02  1.06667E-01  1.64644E-02  1.79219E-02  1.88660E-02
  2.35833E+01  2.97619E-02  4.62963E-02  1.04167E-01  1.63911E-02  1.78784E-02  1.88660E-02
  2.36667E+01  2.90476E-02  4.51852E-02  1.01667E-01  1.63139E-02  1.78301E-02  1.88602E-02
  2.37500E+01  2.83333E-02  4.40741E-02  9.91667E-02  1.62326E-02  1.77769E-02  1.88488E-02
  2.38333E+01  2.76190E-02  4.29630E-02  9.66667E-02  1.61472E-02  1.77188E-02  1.88316E-02
  2.39167E+01  2.69048E-02  4.18518E-02  9.41666E-02  1.60578E-02  1.76558E-02  1.88087E-02
  2.40000E+01  2.61905E-02  4.07407E-02  9.16667E-02  1.59644E-02  1.75879E-02  1.87801E-02
  2.40833E+01  2.50794E-02  3.90123E-02  8.77778E-02  1.58633E-02  1.75116E-02  1.87422E-02
  2.41667E+01  2.39682E-02  3.72839E-02  8.38888E-02  1.57513E-02  1.74234E-02  1.86916E-02
  2.42500E+01  2.28571E-02  3.55556E-02  8.00000E-02  1.56289E-02  1.73241E-02  1.86290E-02
  2.43333E+01  2.17460E-02  3.38272E-02  7.61111E-02  1.54968E-02  1.72142E-02  1.85548E-02
  2.44167E+01  2.06349E-02  3.20987E-02  7.22222E-02  1.53555E-02  1.70940E-02  1.84694E-02
  2.45000E+01  1.95238E-02  3.03704E-02  6.83333E-02  1.52053E-02  1.69641E-02  1.83732E-02
  2.45833E+01  1.84127E-02  2.86420E-02  6.44444E-02  1.50466E-02  1.68246E-02  1.82665E-02
  2.46667E+01  1.73016E-02  2.69136E-02  6.05555E-02  1.48797E-02  1.66760E-02  1.81496E-02
  2.47500E+01  1.61905E-02  2.51852E-02  5.66667E-02  1.47048E-02  1.65185E-02  1.80227E-02
  2.48333E+01  1.50794E-02  2.34568E-02  5.27778E-02  1.45223E-02  1.63523E-02  1.78861E-02
  2.49167E+01  1.39682E-02  2.17284E-02  4.88888E-02  1.43324E-02  1.61777E-02  1.77400E-02
  2.50000E+01  1.28571E-02  2.00000E-02  4.50000E-02  1.41353E-02  1.59949E-02  1.75846E-02
  2.50833E+01  1.29762E-02  2.01852E-02  4.54167E-02  1.39425E-02  1.58153E-02  1.74313E-02
  2.51667E+01  1.30952E-02  2.03704E-02  4.58334E-02  1.37645E-02  1.56496E-02  1.72907E-02
  2.52500E+01  1.32143E-02  2.05556E-02  4.62500E-02  1.35994E-02  1.54960E-02  1.71614E-02
  2.53333E+01  1.33333E-02  2.07407E-02  4.66667E-02  1.34459E-02  1.53532E-02  1.70421E-02
  2.54167E+01  1.34524E-02  2.09259E-02  4.70833E-02  1.33028E-02  1.52203E-02  1.69319E-02
  2.55000E+01  1.35714E-02  2.11111E-02  4.75000E-02  1.31692E-02  1.50962E-02  1.68299E-02
  2.55833E+01  1.36905E-02  2.12963E-02  4.79167E-02  1.30441E-02  1.49803E-02  1.67354E-02
  2.56667E+01  1.38095E-02  2.14815E-02  4.83333E-02  1.29271E-02  1.48718E-02  1.66479E-02
  2.57500E+01  1.39286E-02  2.16667E-02  4.87500E-02  1.28173E-02  1.47704E-02  1.65669E-02
  2.58333E+01  1.40476E-02  2.18519E-02  4.91667E-02  1.27144E-02  1.46754E-02  1.64919E-02
  2.59167E+01  1.41667E-02  2.20370E-02  4.95833E-02  1.26179E-02  1.45866E-02  1.64226E-02
  2.60000E+01  1.42857E-02  2.22222E-02  5.00000E-02  1.25274E-02  1.45034E-02  1.63586E-02
  2.60833E+01  1.44048E-02  2.24074E-02  5.04167E-02  1.24424E-02  1.44255E-02  1.62997E-02
  2.61667E+01  1.45238E-02  2.25926E-02  5.08333E-02  1.23627E-02  1.43528E-02  1.62455E-02
  2.62500E+01  1.46429E-02  2.27778E-02  5.12500E-02  1.22880E-02  1.42848E-02  1.61958E-02
  2.63333E+01  1.47619E-02  2.29630E-02  5.16667E-02  1.22179E-02  1.42213E-02  1.61503E-02
  2.64167E+01  1.48810E-02  2.31481E-02  5.20833E-02  1.21523E-02  1.41622E-02  1.61090E-02
  2.65000E+01  1.50000E-02  2.33333E-02  5.25000E-02  1.20909E-02  1.41071E-02  1.60715E-02
  2.65833E+01  1.51190E-02  2.35185E-02  5.29167E-02  1.20336E-02  1.40560E-02  1.60377E-02
  2.66667E+01  1.52381E-02  2.37037E-02  5.33333E-02  1.19800E-02  1.40085E-02  1.60074E-02
  2.67500E+01  1.53571E-02  2.38889E-02  5.37500E-02  1.19300E-02  1.39646E-02  1.59806E-02
  2.68333E+01  1.54762E-02  2.40741E-02  5.41667E-02  1.18835E-02  1.39241E-02  1.59570E-02
  2.69167E+01  1.55952E-02  2.42593E-02  5.45833E-02  1.18403E-02  1.38869E-02  1.59365E-02
  2.70000E+01  1.57143E-02  2.44444E-02  5.50000E-02  1.18003E-02  1.38528E-02  1.59190E-02
  2.70833E+01  1.51587E-02  2.35802E-02  5.30555E-02  1.17571E-02  1.38154E-02  1.58982E-02
  2.71667E+01  1.46032E-02  2.27160E-02  5.11111E-02  1.17050E-02  1.37691E-02  1.58683E-02
  2.72500E+01  1.40476E-02  2.18518E-02  4.91667E-02  1.16449E-02  1.37147E-02  1.58300E-02
  2.73333E+01  1.34921E-02  2.09876E-02  4.72222E-02  1.15775E-02  1.36529E-02  1.57841E-02
  2.74167E+01  1.29365E-02  2.01234E-02  4.52777E-02  1.15036E-02  1.35843E-02  1.57311E-02
  2.75000E+01  1.23809E-02  1.92593E-02  4.33333E-02  1.14236E-02  1.35093E-02  1.56714E-02
  2.75833E+01  1.18254E-02  1.83950E-02  4.13889E-02  1.13379E-02  1.34283E-02  1.56055E-02
  2.76667E+01  1.12698E-02  1.75308E-02  3.94444E-02  1.12470E-02  1.33418E-02  1.55335E-02
  2.77500E+01  1.07143E-02  1.66667E-02  3.75000E-02  1.11511E-02  1.32500E-02  1.54557E-02
  2.78333E+01  1.01587E-02  1.58025E-02  3.55555E-02  1.10504E-02  1.31530E-02  1.53725E-02
  2.79167E+01  9.60316E-03  1.49383E-02  3.36111E-02  1.09453E-02  1.30513E-02  1.52840E-02
  2.80000E+01  9.04762E-03  1.40741E-02  3.16667E-02  1.08360E-02  1.29449E-02  1.51904E-02
  2.80833E+01  9.44444E-03  1.46914E-02  3.30556E-02  1.07313E-02  1.28428E-02  1.51006E-02
  2.81667E+01  9.84127E-03  1.53086E-02  3.44445E-02  1.06394E-02  1.27532E-02  1.50228E-02
  2.82500E+01  1.02381E-02  1.59259E-02  3.58333E-02  1.05590E-02  1.26747E-02  1.49559E-02
  2.83333E+01  1.06349E-02  1.65432E-02  3.72222E-02  1.04891E-02  1.26065E-02  1.48989E-02
  2.84167E+01  1.10317E-02  1.71605E-02  3.86111E-02  1.04285E-02  1.25477E-02  1.48511E-02
  2.85000E+01  1.14286E-02  1.77778E-02  4.00000E-02  1.03768E-02  1.24975E-02  1.48118E-02
  2.85833E+01  1.18254E-02  1.83951E-02  4.13889E-02  1.03332E-02  1.24555E-02  1.47806E-02
  2.86667E+01  1.22222E-02  1.90123E-02  4.27778E-02  1.02971E-02  1.24210E-02  1.47569E-02
  2.87500E+01  1.26190E-02  1.96296E-02  4.41666E-02  1.02682E-02  1.23938E-02  1.47403E-02
  2.88333E+01  1.30159E-02  2.02469E-02  4.55555E-02  1.02461E-02  1.23734E-02  1.47306E-02
  2.89167E+01  1.34127E-02  2.08642E-02  4.69444E-02  1.02302E-02  1.23594E-02  1.47274E-02
  2.90000E+01  1.38095E-02  2.14815E-02  4.83333E-02  1.02205E-02  1.23517E-02  1.47305E-02
  2.90833E+01  1.47619E-02  2.29630E-02  5.16667E-02  1.02215E-02  1.23549E-02  1.47447E-02
  2.91667E+01  1.57143E-02  2.44445E-02  5.50000E-02  1.02378E-02  1.23736E-02  1.47744E-02
  2.92500E+01  1.66667E-02  2.59259E-02  5.83333E-02  1.02682E-02  1.24066E-02  1.48187E-02
  2.93333E+01  1.76191E-02  2.74074E-02  6.16667E-02  1.03117E-02  1.24532E-02  1.48769E-02
  2.94167E+01  1.85714E-02  2.88889E-02  6.50000E-02  1.03676E-02  1.25125E-02  1.49481E-02
  2.95000E+01  1.95238E-02  3.03704E-02  6.83333E-02  1.04351E-02  1.25839E-02  1.50319E-02
  2.95833E+01  2.04762E-02  3.18519E-02  7.16667E-02  1.05137E-02  1.26668E-02  1.51277E-02
  2.96667E+01  2.14286E-02  3.33334E-02  7.50000E-02  1.06028E-02  1.27608E-02  1.52350E-02
  2.97500E+01  2.23810E-02  3.48148E-02  7.83333E-02  1.07019E-02  1.28654E-02  1.53534E-02
  2.98333E+01  2.33333E-02  3.62963E-02  8.16667E-02  1.08106E-02  1.29801E-02  1.54826E-02
  2.99167E+01  2.42857E-02  3.77778E-02  8.50001E-02  1.09285E-02  1.31047E-02  1.56222E-02
  3.00000E+01  2.52381E-02  3.92593E-02  8.83333E-02  1.10552E-02  1.32387E-02  1.57720E-02
  3.00833E+01  2.67460E-02  4.16050E-02  9.36112E-02  1.11956E-02  1.33870E-02  1.59366E-02
  3.01667E+01  2.82540E-02  4.39507E-02  9.88890E-02  1.13538E-02  1.35539E-02  1.61205E-02
  3.02500E+01  2.97619E-02  4.62963E-02  1.04167E-01  1.15288E-02  1.37384E-02  1.63228E-02
  3.03333E+01  3.12699E-02  4.86420E-02  1.09444E-01  1.17196E-02  1.39395E-02  1.65426E-02
  3.04167E+01  3.27778E-02  5.09877E-02  1.14722E-01  1.19253E-02  1.41563E-02  1.67792E-02
  3.05000E+01  3.42857E-02  5.33333E-02  1.20000E-01  1.21452E-02  1.43884E-02  1.70318E-02
  3.05833E+01  3.57937E-02  5.56790E-02  1.25278E-01  1.23786E-02  1.46349E-02  1.73000E-02
  3.06667E+01  3.73016E-02  5.80247E-02  1.30556E-01  1.26250E-02  1.48954E-02  1.75833E-02
  3.07500E+01  3.88095E-02  6.03704E-02  1.35833E-01  1.28838E-02  1.51694E-02  1.78812E-02
  3.08333E+01  4.03175E-02  6.27161E-02  1.41111E-01  1.31545E-02  1.54565E-02  1.81932E-02
  3.09167E+01  4.18254E-02  6.50618E-02  1.46389E-01  1.34368E-02  1.57561E-02  1.85190E-02
  3.10000E+01  4.33333E-02  6.74074E-02  1.51667E-01  1.37302E-02  1.60680E-02  1.88583E-02
  3.10833E+01  4.31746E-02  6.71605E-02  1.51111E-01  1.40190E-02  1.63764E-02  1.91954E-02
  3.11667E+01  4.30159E-02  6.69136E-02  1.50556E-01  1.42891E-02  1.66671E-02  1.95160E-02
  3.12500E+01  4.28571E-02  6.66667E-02  1.50000E-01  1.45425E-02  1.69422E-02  1.98218E-02
  3.13333E+01  4.26984E-02  6.64197E-02  1.49444E-01  1.47813E-02  1.72033E-02  2.01146E-02
  3.14167E+01  4.25397E-02  6.61728E-02  1.48889E-01  1.50070E-02  1.74519E-02  2.03957E-02
  3.15000E+01  4.23809E-02  6.59259E-02  1.48333E-01  1.52208E-02  1.76892E-02  2.06660E-02
  3.15833E+01  4.22222E-02  6.56790E-02  1.47778E-01  1.54236E-02  1.79160E-02  2.09265E-02
  3.16667E+01  4.20635E-02  6.54321E-02  1.47222E-01  1.56165E-02  1.81332E-02  2.11779E-02
  3.17500E+01  4.19048E-02  6.51852E-02  1.46667E-01  1.58001E-02  1.83414E-02  2.14209E-02
  3.18333E+01  4.17460E-02  6.49383E-02  1.46111E-01  1.59751E-02  1.85413E-02  2.16558E-02
  3.19167E+01  4.15873E-02  6.46913E-02  1.45556E-01  1.61421E-02  1.87334E-02  2.18833E-02
  3.20000E+01  4.14286E-02  6.44444E-02  1.45000E-01  1.63016E-02  1.89182E-02  2.21038E-02
  3.20833E+01 -6.17889E-02 -9.61160E-02 -2.16261E-01  1.55094E-02  1.81515E-02  2.13731E-02
  3.21667E+01 -1.65002E-01 -2.56669E-01 -5.77506E-01  1.29049E-02  1.55664E-02  1.88180E-02
  3.22500E+01 -2.68214E-01 -4.17222E-01 -9.38750E-01  8.64821E-03  1.13117E-02  1.45759E-02
  3.23333E+01 -3.71432E-01 -5.77783E-01 -1.30001E+00  2.87640E-03  5.51506E-03  8.76498E-03
  3.24167E+01 -4.74644E-01 -7.38336E-01 -1.66126E+00 -4.29925E-03 -1.71996E-03  1.48055E-03
  3.25000E+01 -5.77857E-01 -8.98889E-01 -2.02250E+00 -1.27856E-02 -1.03068E-02 -7.19767E-03
  3.25833E+01 -6.81075E-01 -1.05945E+00 -2.38376E+00 -2.25030E-02 -2.01713E-02 -1.72018E-02
  3.26667E+01 -7.84287E-01 -1.22000E+00 -2.74501E+00 -3.33823E-02 -3.12493E-02 -2.84727E-02
  3.27500E+01 -8.87500E-01 -1.38056E+00 -3.10625E+00 -4.53626E-02 -4.34839E-02 -4.09583E-02
  3.28333E+01 -9.90718E-01 -1.54112E+00 -3.46751E+00 -5.83897E-02 -5.68246E-02 -5.46124E-02
  3.29167E+01 -1.09393E+00 -1.70167E+00 -3.82876E+00 -7.24148E-02 -7.12260E-02 -6.93932E-02
  3.30000E+01 -1.19714E+00 -1.86222E+00 -4.19000E+00 -8.73940E-02 -8.66467E-02 -8.52629E-02
  3.30833E+01 -1.13230E+00 -1.76136E+00 -3.96305E+00 -1.01747E-01 -1.01509E-01 -1.00647E-01
  3.31667E+01 -1.06746E+00 -1.66049E+00 -3.73611E+00 -1.14032E-01 -1.14364E-01 -1.14089E-01
  3.32500E+01 -1.00262E+00 -1.55963E+00 -3.50917E+00 -1.24477E-01 -1.25421E-01 -1.25783E-01
  3.33333E+01 -9.37776E-01 -1.45876E+00 -3.28222E+00 -1.33273E-01 -1.34860E-01 -1.35894E-01
  3.34167E+01 -8.72936E-01 -1.35790E+00 -3.05527E+00 -1.40572E-01 -1.42821E-01 -1.44553E-01
  3.35000E+01 -8.08095E-01 -1.25704E+00 -2.82833E+00 -1.46499E-01 -1.49420E-01 -1.51865E-01
  3.35833E+01 -7.43252E-01 -1.15617E+00 -2.60138E+00 -1.51158E-01 -1.54752E-01 -1.57918E-01
  3.36667E+01 -6.78412E-01 -1.05531E+00 -2.37444E+00 -1.54638E-01 -1.58900E-01 -1.62789E-01
  3.37500E+01 -6.13571E-01 -9.54444E-01 -2.14750E+00 -1.57016E-01 -1.61936E-01 -1.66541E-01
  3.38333E+01 -5.48728E-01 -8.53577E-01 -1.92055E+00 -1.58358E-01 -1.63921E-01 -1.69232E-01
  3.39167E+01 -4.83888E-01 -7.52714E-01 -1.69361E+00 -1.58726E-01 -1.64910E-01 -1.70912E-01
  3.40000E+01 -4.19048E-01 -6.51852E-01 -1.46667E+00 -1.58172E-01 -1.64953E-01 -1.71626E-01
  3.40833E+01 -3.80038E-01 -5.91171E-01 -1.33013E+00 -1.56980E-01 -1.64331E-01 -1.71651E-01
  3.41667E+01 -3.41031E-01 -5.30493E-01 -1.19361E+00 -1.55408E-01 -1.63301E-01 -1.71243E-01
  3.42500E+01 -3.02024E-01 -4.69815E-01 -1.05708E+00 -1.53458E-01 -1.61863E-01 -1.70399E-01
  3.43333E+01 -2.63015E-01 -4.09134E-01 -9.20551E-01 -1.51129E-01 -1.60016E-01 -1.69122E-01
  3.44167E+01 -2.24007E-01 -3.48456E-01 -7.84026E-01 -1.48426E-01 -1.57768E-01 -1.67415E-01
  3.45000E+01 -1.85000E-01 -2.87778E-01 -6.47500E-01 -1.45358E-01 -1.55123E-01 -1.65284E-01
  3.45833E+01 -1.45991E-01 -2.27097E-01 -5.10968E-01 -1.41930E-01 -1.52089E-01 -1.62736E-01
  3.46667E+01 -1.06984E-01 -1.66419E-01 -3.74442E-01 -1.38153E-01 -1.48675E-01 -1.59778E-01
  3.47500E+01 -6.79762E-02 -1.05741E-01 -2.37917E-01 -1.34035E-01 -1.44889E-01 -1.56418E-01
  3.48333E+01 -2.89671E-02 -4.50599E-02 -1.01385E-01 -1.29584E-01 -1.40739E-01 -1.52664E-01
  3.49167E+01  1.00403E-02  1.56182E-02  3.51409E-02 -1.24810E-01 -1.36235E-01 -1.48524E-01
  3.50000E+01  4.90476E-02  7.62963E-02  1.71667E-01 -1.19720E-01 -1.31383E-01 -1.44004E-01
  3.50833E+01  4.88889E-02  7.60494E-02  1.71111E-01 -1.14683E-01 -1.26552E-01 -1.39472E-01
  3.51667E+01  4.87302E-02  7.58025E-02  1.70556E-01 -1.10034E-01 -1.22078E-01 -1.35267E-01
  3.52500E+01  4.85714E-02  7.55555E-02  1.70000E-01 -1.05720E-01 -1.17912E-01 -1.31344E-01
  3.53333E+01  4.84127E-02  7.53086E-02  1.69444E-01 -1.01695E-01 -1.14015E-01 -1.27664E-01
  3.54167E+01  4.82540E-02  7.50617E-02  1.68889E-01 -9.79268E-02 -1.10352E-01 -1.24198E-01
  3.55000E+01  4.80952E-02  7.48148E-02  1.68333E-01 -9.43855E-02 -1.06899E-01 -1.20922E-01
  3.55833E+01  4.79365E-02  7.45679E-02  1.67778E-01 -9.10480E-02 -1.03635E-01 -1.17817E-01
  3.56667E+01  4.77778E-02  7.43210E-02  1.67222E-01 -8.78946E-02 -1.00540E-01 -1.14867E-01
  3.57500E+01  4.76191E-02  7.40741E-02  1.66667E-01 -8.49086E-02 -9.75993E-02 -1.12056E-01
  3.58333E+01  4.74603E-02  7.38272E-02  1.66111E-01 -8.20754E-02 -9.48003E-02 -1.09374E-01
  3.59167E+01  4.73016E-02  7.35802E-02  1.65556E-01 -7.93824E-02 -9.21310E-02 -1.06809E-01
  3.60000E+01  4.71429E-02  7.33333E-02  1.65000E-01 -7.68185E-02 -8.95814E-02 -1.04353E-01
  3.60833E+01  4.72619E-02  7.35185E-02  1.65417E-01 -7.43713E-02 -8.71400E-02 -1.01995E-01
  3.61667E+01  4.73810E-02  7.37037E-02  1.65833E-01 -7.20297E-02 -8.47964E-02 -9.97248E-02
  3.62500E+01  4.75000E-02  7.38889E-02  1.66250E-01 -6.97864E-02 -8.25439E-02 -9.75373E-02
  3.63333E+01  4.76191E-02  7.40741E-02  1.66667E-01 -6.76347E-02 -8.03765E-02 -9.54267E-02
  3.64167E+01  4.77381E-02  7.42593E-02  1.67083E-01 -6.55686E-02 -7.82887E-02 -9.33881E-02
  3.65000E+01  4.78571E-02  7.44444E-02  1.67500E-01 -6.35826E-02 -7.62755E-02 -9.14169E-02
  3.65833E+01  4.79762E-02  7.46296E-02  1.67917E-01 -6.16717E-02 -7.43324E-02 -8.95091E-02
  3.66667E+01  4.80952E-02  7.48148E-02  1.68333E-01 -5.98313E-02 -7.24551E-02 -8.76610E-02
  3.67500E+01  4.82143E-02  7.50000E-02  1.68750E-01 -5.80573E-02 -7.06399E-02 -8.58690E-02
  3.68333E+01  4.83333E-02  7.51852E-02  1.69167E-01 -5.63457E-02 -6.88832E-02 -8.41301E-02
  3.69167E+01  4.84524E-02  7.53704E-02  1.69583E-01 -5.46931E-02 -6.71819E-02 -8.24413E-02
  3.70000E+01  4.85714E-02  7.55556E-02  1.70000E-01 -5.30961E-02 -6.55329E-02 -8.08001E-02
  3.70833E+01  4.89683E-02  7.61729E-02  1.71389E-01 -5.15493E-02 -6.39310E-02 -7.92013E-02
  3.71667E+01  4.93651E-02  7.67901E-02  1.72778E-01 -5.00476E-02 -6.23712E-02 -7.76404E-02
  3.72500E+01  4.97619E-02  7.74074E-02  1.74167E-01 -4.85887E-02 -6.08516E-02 -7.61155E-02
  3.73333E+01  5.01587E-02  7.80247E-02  1.75556E-01 -4.71706E-02 -5.93704E-02 -7.46251E-02
  3.74167E+01  5.05556E-02  7.86420E-02  1.76944E-01 -4.57915E-02 -5.79257E-02 -7.31675E-02
  3.75000E+01  5.09524E-02  7.92593E-02  1.78333E-01 -4.44494E-02 -5.65160E-02 -7.17413E-02
  3.75833E+01  5.13492E-02  7.98765E-02  1.79722E-01 -4.31426E-02 -5.51395E-02 -7.03449E-02
  3.76667E+01  5.17460E-02  8.04938E-02  1.81111E-01 -4.18695E-02 -5.37949E-02 -6.89772E-02
  3.77500E+01  5.21429E-02  8.11111E-02  1.82500E-01 -4.06286E-02 -5.24806E-02 -6.76368E-02
  3.78333E+01  5.25397E-02  8.17284E-02  1.83889E-01 -3.94183E-02 -5.11954E-02 -6.63226E-02
  3.79167E+01  5.29365E-02  8.23457E-02  1.85278E-01 -3.82375E-02 -4.99380E-02 -6.50333E-02
  3.80000E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.70846E-02 -4.87073E-02 -6.37680E-02
  3.80833E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.59623E-02 -4.75056E-02 -6.25292E-02
  3.81667E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.48726E-02 -4.63354E-02 -6.13195E-02
  3.82500E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.38138E-02 -4.51950E-02 -6.01373E-02
  3.83333E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.27844E-02 -4.40831E-02 -5.89813E-02
  3.84167E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.17830E-02 -4.29982E-02 -5.78505E-02
  3.85000E+01  5.33333E-02  8.29630E-02  1.86667E-01 -3.08083E-02 -4.19393E-02 -5.67437E-02
  3.85833E+01  5.33333E-02  8.29630E-02  1.86667E-01 -2.98592E-02 -4.09052E-02 -5.56599E-02
  3.86667E+01  5.33333E-02  8.29630E-02  1.86667E-01 -2.89345E-02 -3.98949E-02 -5.45983E-02
  3.87500E+01  5.33333E-02  8.29630E-02  1.86667E-01 -2.80333E-02 -3.89076E-02 -5.35579E-02
  3.88333E+01  5.33333E-02  8.29630E-02  1.86667E-01 -2.71545E-02 -3.79422E-02 -5.25380E-02
  3.89167E+01  5.33333E-02  8.29630E-02  1.86667E-01 -2.62974E-02 -3.69980E-02 -5.15378E-02
