 Year Forcing ATM_N ATM_0 ATM_P OCN_N OCN_0 OCN_P DTDT_N DTDT_0 DTDT_P
  0.00000E+00  0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  8.33333E-02 -3.33334E-04  3.05521E-06  1.96407E-06  8.72919E-07  1.16800E-05  1.16800E-05  1.16800E-05 -3.18599E-04 -3.19690E-04 -3.20781E-04
  1.66667E-01 -6.66668E-04  1.19507E-05  7.69548E-06  3.42593E-06  4.56875E-05  4.57639E-05  4.58404E-05 -6.09030E-04 -6.13209E-04 -6.17402E-04
  2.50000E-01 -1.00000E-03  2.61702E-05  1.68858E-05  7.53249E-06  9.85135E-05  9.88828E-05  9.92531E-05 -8.75318E-04 -8.84233E-04 -8.93216E-04
  3.33333E-01 -1.33334E-03  4.52711E-05  2.92700E-05  1.30836E-05  1.66037E-04  1.67021E-04  1.68011E-04 -1.12203E-03 -1.13705E-03 -1.15224E-03
  4.16667E-01 -1.66667E-03  6.88945E-05  4.46335E-05  1.99914E-05  2.45421E-04  2.47412E-04  2.49422E-04 -1.35235E-03 -1.37462E-03 -1.39726E-03
  5.00000E-01 -2.00000E-03  9.67401E-05  6.27966E-05  2.81825E-05  3.34584E-04  3.38023E-04  3.41505E-04 -1.56868E-03 -1.59918E-03 -1.63032E-03
  5.83333E-01 -2.33334E-03  1.28551E-04  8.36061E-05  3.75942E-05  4.31947E-04  4.37307E-04  4.42751E-04 -1.77284E-03 -1.81243E-03 -1.85299E-03
  6.66667E-01 -2.66667E-03  1.64105E-04  1.06928E-04  4.81721E-05  5.36278E-04  5.44053E-04  5.51977E-04 -1.96629E-03 -2.01569E-03 -2.06652E-03
  7.50000E-01 -3.00001E-03  2.03204E-04  1.32646E-04  5.98685E-05  6.46593E-04  6.57293E-04  6.68233E-04 -2.15021E-03 -2.21007E-03 -2.27191E-03
  8.33333E-01 -3.33334E-03  2.45676E-04  1.60654E-04  7.26405E-05  7.62094E-04  7.76236E-04  7.90742E-04 -2.32557E-03 -2.39645E-03 -2.46996E-03
  9.16667E-01 -3.66667E-03  2.91362E-04  1.90859E-04  8.64498E-05  8.82122E-04  9.00228E-04  9.18857E-04 -2.49319E-03 -2.57559E-03 -2.66137E-03
  1.00000E+00 -4.00001E-03  3.40120E-04  2.23175E-04  1.01262E-04  1.00612E-03  1.02872E-03  1.05203E-03 -2.65376E-03 -2.74812E-03 -2.84671E-03
  1.08333E+00 -2.13750E-01  2.31126E-03  1.49145E-03  6.65454E-04  8.47160E-03  8.49920E-03  8.52777E-03 -2.02967E-01 -2.03759E-01 -2.04557E-01
  1.16667E+00 -4.23500E-01  7.95439E-03  5.12851E-03  2.28610E-03  2.99673E-02  3.00485E-02  3.01310E-02 -3.85578E-01 -3.88323E-01 -3.91083E-01
  1.25000E+00 -6.33250E-01  1.69450E-02  1.09405E-02  4.88368E-03  6.32886E-02  6.35598E-02  6.38333E-02 -5.53016E-01 -5.58750E-01 -5.64533E-01
  1.33333E+00 -8.43000E-01  2.90050E-02  1.87609E-02  8.38971E-03  1.05846E-01  1.06510E-01  1.07179E-01 -7.08149E-01 -7.17729E-01 -7.27431E-01
  1.41667E+00 -1.05275E+00  4.39087E-02  2.84548E-02  1.27489E-02  1.55857E-01  1.57161E-01  1.58478E-01 -8.52984E-01 -8.67135E-01 -8.81523E-01
  1.50000E+00 -1.26250E+00  6.14675E-02  3.99093E-02  1.79152E-02  2.12014E-01  2.14235E-01  2.16485E-01 -9.89019E-01 -1.00836E+00 -1.02810E+00
  1.58333E+00 -1.47225E+00  8.15199E-02  5.30281E-02  2.38491E-02  2.73324E-01  2.76759E-01  2.80251E-01 -1.11741E+00 -1.14246E+00 -1.16815E+00
  1.66667E+00 -1.68200E+00  1.03926E-01  6.77272E-02  3.05166E-02  3.39013E-01  3.43974E-01  3.49034E-01 -1.23906E+00 -1.27030E+00 -1.30245E+00
  1.75000E+00 -1.89175E+00  1.28562E-01  8.39327E-02  3.78875E-02  4.08463E-01  4.15271E-01  4.22235E-01 -1.35472E+00 -1.39255E+00 -1.43163E+00
  1.83333E+00 -2.10150E+00  1.55318E-01  1.01579E-01  4.59349E-02  4.81173E-01  4.90153E-01  4.99366E-01 -1.46501E+00 -1.50977E+00 -1.55620E+00
  1.91667E+00 -2.31125E+00  1.84096E-01  1.20606E-01  5.46348E-02  5.56727E-01  5.68207E-01  5.80023E-01 -1.57043E+00 -1.62244E+00 -1.67659E+00
  2.00000E+00 -2.52100E+00  2.14806E-01  1.40962E-01  6.39652E-02  6.34779E-01  6.49089E-01  6.63861E-01 -1.67141E+00 -1.73095E+00 -1.79317E+00
