 Year Tse_N Tse_0 Tse_P Ts_N Ts_0 Ts_P
  4.14167E+01  1.77222E-01  2.75679E-01  6.20278E-01  7.78046E-02  8.50929E-02  8.71028E-02
  4.15000E+01  1.76667E-01  2.74815E-01  6.18333E-01  7.81000E-02  8.55186E-02  8.77253E-02
  4.15833E+01  1.76111E-01  2.73951E-01  6.16389E-01  7.83851E-02  8.59331E-02  8.83362E-02
  4.16667E+01  1.75556E-01  2.73086E-01  6.14444E-01  7.86603E-02  8.63370E-02  8.89359E-02
  4.17500E+01  1.75000E-01  2.72222E-01  6.12500E-01  7.89259E-02  8.67306E-02  8.95247E-02
  4.18333E+01  1.74444E-01  2.71358E-01  6.10555E-01  7.91824E-02  8.71142E-02  9.01029E-02
  4.19167E+01  1.73889E-01  2.70494E-01  6.08611E-01  7.94300E-02  8.74882E-02  9.06709E-02
  4.20000E+01  1.73333E-01  2.69630E-01  6.06667E-01  7.96690E-02  8.78527E-02  9.12287E-02
  4.20833E+01  1.72381E-01  2.68148E-01  6.03333E-01  7.98961E-02  8.82045E-02  9.17732E-02
  4.21667E+01  1.71429E-01  2.66667E-01  6.00000E-01  8.01082E-02  8.85404E-02  9.23011E-02
  4.22500E+01  1.70476E-01  2.65185E-01  5.96667E-01  8.03062E-02  8.88613E-02  9.28131E-02
  4.23333E+01  1.69524E-01  2.63704E-01  5.93333E-01  8.04908E-02  8.91678E-02  9.33100E-02
  4.24167E+01  1.68571E-01  2.62222E-01  5.90000E-01  8.06627E-02  8.94606E-02  9.37923E-02
  4.25000E+01  1.67619E-01  2.60741E-01  5.86667E-01  8.08224E-02  8.97402E-02  9.42605E-02
  4.25833E+01  1.66667E-01  2.59259E-01  5.83333E-01  8.09704E-02  9.00071E-02  9.47150E-02
  4.26667E+01  1.65714E-01  2.57778E-01  5.80000E-01  8.11073E-02  9.02616E-02  9.51562E-02
  4.27500E+01  1.64762E-01  2.56296E-01  5.76667E-01  8.12333E-02  9.05043E-02  9.55845E-02
  4.28333E+01  1.63810E-01  2.54815E-01  5.73333E-01  8.13488E-02  9.07353E-02  9.60002E-02
  4.29167E+01  1.62857E-01  2.53333E-01  5.70000E-01  8.14543E-02  9.09551E-02  9.64036E-02
  4.30000E+01  1.61905E-01  2.51852E-01  5.66667E-01  8.15500E-02  9.11640E-02  9.67950E-02
  4.30833E+01  1.62183E-01  2.52284E-01  5.67639E-01  8.16475E-02  9.13735E-02  9.71859E-02
  4.31667E+01  1.62460E-01  2.52716E-01  5.68611E-01  8.17573E-02  9.15943E-02  9.75871E-02
  4.32500E+01  1.62738E-01  2.53148E-01  5.69583E-01  8.18778E-02  9.18248E-02  9.79970E-02
  4.33333E+01  1.63016E-01  2.53580E-01  5.70556E-01  8.20077E-02  9.20637E-02  9.84146E-02
  4.34167E+01  1.63294E-01  2.54012E-01  5.71528E-01  8.21458E-02  9.23101E-02  9.88389E-02
  4.35000E+01  1.63571E-01  2.54444E-01  5.72500E-01  8.22912E-02  9.25632E-02  9.92691E-02
  4.35833E+01  1.63849E-01  2.54877E-01  5.73472E-01  8.24432E-02  9.28221E-02  9.97047E-02
  4.36667E+01  1.64127E-01  2.55309E-01  5.74444E-01  8.26012E-02  9.30865E-02  1.00145E-01
  4.37500E+01  1.64405E-01  2.55741E-01  5.75417E-01  8.27646E-02  9.33557E-02  1.00590E-01
  4.38333E+01  1.64683E-01  2.56173E-01  5.76389E-01  8.29330E-02  9.36294E-02  1.01039E-01
  4.39167E+01  1.64960E-01  2.56605E-01  5.77361E-01  8.31059E-02  9.39072E-02  1.01491E-01
  4.40000E+01  1.65238E-01  2.57037E-01  5.78333E-01  8.32831E-02  9.41888E-02  1.01947E-01
  4.40833E+01  1.66349E-01  2.58765E-01  5.82222E-01  8.34718E-02  9.44815E-02  1.02413E-01
  4.41667E+01  1.67460E-01  2.60494E-01  5.86111E-01  8.36787E-02  9.47921E-02  1.02897E-01
  4.42500E+01  1.68571E-01  2.62222E-01  5.90000E-01  8.39022E-02  9.51190E-02  1.03398E-01
  4.43333E+01  1.69683E-01  2.63951E-01  5.93889E-01  8.41411E-02  9.54612E-02  1.03913E-01
  4.44167E+01  1.70794E-01  2.65679E-01  5.97778E-01  8.43941E-02  9.58176E-02  1.04443E-01
  4.45000E+01  1.71905E-01  2.67407E-01  6.01667E-01  8.46605E-02  9.61873E-02  1.04986E-01
  4.45833E+01  1.73016E-01  2.69136E-01  6.05556E-01  8.49392E-02  9.65695E-02  1.05542E-01
  4.46667E+01  1.74127E-01  2.70864E-01  6.09444E-01  8.52297E-02  9.69635E-02  1.06109E-01
  4.47500E+01  1.75238E-01  2.72593E-01  6.13333E-01  8.55313E-02  9.73689E-02  1.06689E-01
  4.48333E+01  1.76349E-01  2.74321E-01  6.17222E-01  8.58434E-02  9.77850E-02  1.07279E-01
  4.49167E+01  1.77460E-01  2.76049E-01  6.21111E-01  8.61655E-02  9.82114E-02  1.07880E-01
  4.50000E+01  1.78571E-01  2.77778E-01  6.25000E-01  8.64972E-02  9.86477E-02  1.08491E-01
  4.50833E+01  1.78056E-01  2.76975E-01  6.23194E-01  8.68230E-02  9.90784E-02  1.09097E-01
  4.51667E+01  1.77540E-01  2.76173E-01  6.21389E-01  8.71291E-02  9.94897E-02  1.09684E-01
  4.52500E+01  1.77024E-01  2.75370E-01  6.19583E-01  8.74174E-02  9.98834E-02  1.10254E-01
  4.53333E+01  1.76508E-01  2.74568E-01  6.17778E-01  8.76900E-02  1.00261E-01  1.10808E-01
  4.54167E+01  1.75992E-01  2.73765E-01  6.15972E-01  8.79482E-02  1.00625E-01  1.11347E-01
  4.55000E+01  1.75476E-01  2.72963E-01  6.14167E-01  8.81932E-02  1.00975E-01  1.11873E-01
  4.55833E+01  1.74960E-01  2.72160E-01  6.12361E-01  8.84259E-02  1.01312E-01  1.12386E-01
  4.56667E+01  1.74444E-01  2.71358E-01  6.10555E-01  8.86473E-02  1.01638E-01  1.12887E-01
  4.57500E+01  1.73929E-01  2.70556E-01  6.08750E-01  8.88579E-02  1.01953E-01  1.13377E-01
  4.58333E+01  1.73413E-01  2.69753E-01  6.06944E-01  8.90586E-02  1.02257E-01  1.13856E-01
  4.59167E+01  1.72897E-01  2.68951E-01  6.05139E-01  8.92497E-02  1.02551E-01  1.14325E-01
  4.60000E+01  1.72381E-01  2.68148E-01  6.03333E-01  8.94318E-02  1.02836E-01  1.14784E-01
  4.60833E+01  1.74603E-01  2.71605E-01  6.11111E-01  8.96305E-02  1.03137E-01  1.15258E-01
  4.61667E+01  1.76825E-01  2.75062E-01  6.18889E-01  8.98690E-02  1.03477E-01  1.15771E-01
  4.62500E+01  1.79048E-01  2.78518E-01  6.26667E-01  9.01434E-02  1.03853E-01  1.16321E-01
  4.63333E+01  1.81270E-01  2.81975E-01  6.34445E-01  9.04504E-02  1.04262E-01  1.16903E-01
  4.64167E+01  1.83492E-01  2.85432E-01  6.42222E-01  9.07874E-02  1.04701E-01  1.17515E-01
  4.65000E+01  1.85714E-01  2.88889E-01  6.50000E-01  9.11523E-02  1.05168E-01  1.18157E-01
  4.65833E+01  1.87937E-01  2.92346E-01  6.57778E-01  9.15430E-02  1.05662E-01  1.18825E-01
  4.66667E+01  1.90159E-01  2.95803E-01  6.65556E-01  9.19581E-02  1.06181E-01  1.19520E-01
  4.67500E+01  1.92381E-01  2.99259E-01  6.73333E-01  9.23961E-02  1.06723E-01  1.20239E-01
  4.68333E+01  1.94603E-01  3.02716E-01  6.81111E-01  9.28559E-02  1.07288E-01  1.20982E-01
  4.69167E+01  1.96825E-01  3.06173E-01  6.88889E-01  9.33363E-02  1.07875E-01  1.21747E-01
  4.70000E+01  1.99048E-01  3.09630E-01  6.96667E-01  9.38364E-02  1.08483E-01  1.22535E-01
  4.70833E+01  2.00159E-01  3.11358E-01  7.00556E-01  9.43450E-02  1.09100E-01  1.23333E-01
  4.71667E+01  2.01270E-01  3.13086E-01  7.04444E-01  9.48520E-02  1.09717E-01  1.24132E-01
  4.72500E+01  2.02381E-01  3.14815E-01  7.08333E-01  9.53586E-02  1.10334E-01  1.24932E-01
  4.73333E+01  2.03492E-01  3.16543E-01  7.12222E-01  9.58653E-02  1.10952E-01  1.25735E-01
  4.74167E+01  2.04603E-01  3.18272E-01  7.16111E-01  9.63729E-02  1.11572E-01  1.26541E-01
  4.75000E+01  2.05714E-01  3.20000E-01  7.20000E-01  9.68817E-02  1.12194E-01  1.27350E-01
  4.75833E+01  2.06825E-01  3.21728E-01  7.23889E-01  9.73920E-02  1.12819E-01  1.28162E-01
  4.76667E+01  2.07937E-01  3.23457E-01  7.27778E-01  9.79041E-02  1.13446E-01  1.28978E-01
  4.77500E+01  2.09048E-01  3.25185E-01  7.31667E-01  9.84181E-02  1.14076E-01  1.29797E-01
  4.78333E+01  2.10159E-01  3.26914E-01  7.35556E-01  9.89342E-02  1.14708E-01  1.30620E-01
  4.79167E+01  2.11270E-01  3.28642E-01  7.39444E-01  9.94525E-02  1.15344E-01  1.31448E-01
  4.80000E+01  2.12381E-01  3.30370E-01  7.43333E-01  9.99731E-02  1.15983E-01  1.32279E-01
  4.80833E+01  2.11825E-01  3.29506E-01  7.41389E-01  1.00481E-01  1.16609E-01  1.33099E-01
  4.81667E+01  2.11270E-01  3.28642E-01  7.39444E-01  1.00962E-01  1.17209E-01  1.33893E-01
  4.82500E+01  2.10714E-01  3.27778E-01  7.37500E-01  1.01418E-01  1.17786E-01  1.34665E-01
  4.83333E+01  2.10159E-01  3.26914E-01  7.35555E-01  1.01853E-01  1.18340E-01  1.35415E-01
  4.84167E+01  2.09603E-01  3.26049E-01  7.33611E-01  1.02267E-01  1.18875E-01  1.36145E-01
  4.85000E+01  2.09048E-01  3.25185E-01  7.31667E-01  1.02663E-01  1.19391E-01  1.36858E-01
  4.85833E+01  2.08492E-01  3.24321E-01  7.29722E-01  1.03041E-01  1.19889E-01  1.37552E-01
  4.86667E+01  2.07937E-01  3.23457E-01  7.27778E-01  1.03403E-01  1.20371E-01  1.38231E-01
  4.87500E+01  2.07381E-01  3.22593E-01  7.25833E-01  1.03750E-01  1.20838E-01  1.38894E-01
  4.88333E+01  2.06825E-01  3.21728E-01  7.23889E-01  1.04082E-01  1.21290E-01  1.39542E-01
  4.89167E+01  2.06270E-01  3.20864E-01  7.21944E-01  1.04401E-01  1.21728E-01  1.40175E-01
  4.90000E+01  2.05714E-01  3.20000E-01  7.20000E-01  1.04707E-01  1.22152E-01  1.40796E-01
  4.90833E+01  2.05278E-01  3.19321E-01  7.18472E-01  1.05001E-01  1.22565E-01  1.41404E-01
  4.91667E+01  2.04841E-01  3.18642E-01  7.16944E-01  1.05286E-01  1.22967E-01  1.42002E-01
  4.92500E+01  2.04405E-01  3.17963E-01  7.15417E-01  1.05561E-01  1.23360E-01  1.42589E-01
  4.93333E+01  2.03968E-01  3.17284E-01  7.13889E-01  1.05827E-01  1.23743E-01  1.43167E-01
  4.94167E+01  2.03532E-01  3.16605E-01  7.12361E-01  1.06085E-01  1.24117E-01  1.43735E-01
  4.95000E+01  2.03095E-01  3.15926E-01  7.10833E-01  1.06334E-01  1.24481E-01  1.44293E-01
  4.95833E+01  2.02659E-01  3.15247E-01  7.09306E-01  1.06575E-01  1.24837E-01  1.44843E-01
  4.96667E+01  2.02222E-01  3.14568E-01  7.07778E-01  1.06808E-01  1.25185E-01  1.45383E-01
  4.97500E+01  2.01786E-01  3.13889E-01  7.06250E-01  1.07033E-01  1.25524E-01  1.45915E-01
  4.98333E+01  2.01349E-01  3.13210E-01  7.04722E-01  1.07252E-01  1.25856E-01  1.46439E-01
  4.99167E+01  2.00913E-01  3.12531E-01  7.03194E-01  1.07463E-01  1.26180E-01  1.46954E-01
  5.00000E+01  2.00476E-01  3.11852E-01  7.01667E-01  1.07667E-01  1.26496E-01  1.47461E-01
  5.00833E+01  1.98849E-01  3.09321E-01  6.95972E-01  1.07853E-01  1.26793E-01  1.47949E-01
  5.01667E+01  1.97222E-01  3.06790E-01  6.90278E-01  1.08012E-01  1.27063E-01  1.48408E-01
  5.02500E+01  1.95595E-01  3.04259E-01  6.84583E-01  1.08146E-01  1.27307E-01  1.48841E-01
  5.03333E+01  1.93968E-01  3.01728E-01  6.78889E-01  1.08256E-01  1.27526E-01  1.49248E-01
  5.04167E+01  1.92341E-01  2.99197E-01  6.73194E-01  1.08344E-01  1.27722E-01  1.49631E-01
  5.05000E+01  1.90714E-01  2.96667E-01  6.67500E-01  1.08412E-01  1.27896E-01  1.49991E-01
  5.05833E+01  1.89087E-01  2.94136E-01  6.61805E-01  1.08459E-01  1.28048E-01  1.50328E-01
  5.06667E+01  1.87460E-01  2.91605E-01  6.56111E-01  1.08488E-01  1.28181E-01  1.50645E-01
  5.07500E+01  1.85833E-01  2.89074E-01  6.50417E-01  1.08498E-01  1.28294E-01  1.50940E-01
  5.08333E+01  1.84206E-01  2.86543E-01  6.44722E-01  1.08492E-01  1.28389E-01  1.51216E-01
  5.09167E+01  1.82579E-01  2.84012E-01  6.39028E-01  1.08468E-01  1.28466E-01  1.51472E-01
  5.10000E+01  1.80952E-01  2.81481E-01  6.33333E-01  1.08429E-01  1.28525E-01  1.51709E-01
  5.10833E+01  1.79603E-01  2.79383E-01  6.28611E-01  1.08377E-01  1.28570E-01  1.51931E-01
  5.11667E+01  1.78254E-01  2.77284E-01  6.23889E-01  1.08315E-01  1.28604E-01  1.52139E-01
  5.12500E+01  1.76905E-01  2.75185E-01  6.19167E-01  1.08243E-01  1.28626E-01  1.52335E-01
  5.13333E+01  1.75556E-01  2.73086E-01  6.14444E-01  1.08162E-01  1.28637E-01  1.52518E-01
  5.14167E+01  1.74206E-01  2.70988E-01  6.09722E-01  1.08071E-01  1.28637E-01  1.52688E-01
  5.15000E+01  1.72857E-01  2.68889E-01  6.05000E-01  1.07970E-01  1.28625E-01  1.52845E-01
  5.15833E+01  1.71508E-01  2.66790E-01  6.00278E-01  1.07860E-01  1.28603E-01  1.52991E-01
  5.16667E+01  1.70159E-01  2.64691E-01  5.95555E-01  1.07740E-01  1.28571E-01  1.53124E-01
  5.17500E+01  1.68810E-01  2.62593E-01  5.90833E-01  1.07612E-01  1.28528E-01  1.53244E-01
  5.18333E+01  1.67460E-01  2.60494E-01  5.86111E-01  1.07475E-01  1.28474E-01  1.53354E-01
  5.19167E+01  1.66111E-01  2.58395E-01  5.81389E-01  1.07330E-01  1.28411E-01  1.53451E-01
  5.20000E+01  1.64762E-01  2.56296E-01  5.76667E-01  1.07176E-01  1.28337E-01  1.53537E-01
  5.20833E+01  1.64484E-01  2.55864E-01  5.75694E-01  1.07023E-01  1.28264E-01  1.53621E-01
  5.21667E+01  1.64206E-01  2.55432E-01  5.74722E-01  1.06881E-01  1.28200E-01  1.53713E-01
  5.22500E+01  1.63929E-01  2.55000E-01  5.73750E-01  1.06748E-01  1.28143E-01  1.53811E-01
  5.23333E+01  1.63651E-01  2.54568E-01  5.72778E-01  1.06623E-01  1.28094E-01  1.53915E-01
  5.24167E+01  1.63373E-01  2.54136E-01  5.71806E-01  1.06505E-01  1.28050E-01  1.54023E-01
  5.25000E+01  1.63095E-01  2.53704E-01  5.70833E-01  1.06393E-01  1.28011E-01  1.54135E-01
  5.25833E+01  1.62817E-01  2.53272E-01  5.69861E-01  1.06287E-01  1.27977E-01  1.54250E-01
  5.26667E+01  1.62540E-01  2.52840E-01  5.68889E-01  1.06185E-01  1.27946E-01  1.54368E-01
  5.27500E+01  1.62262E-01  2.52407E-01  5.67917E-01  1.06088E-01  1.27919E-01  1.54488E-01
  5.28333E+01  1.61984E-01  2.51975E-01  5.66944E-01  1.05994E-01  1.27895E-01  1.54610E-01
  5.29167E+01  1.61706E-01  2.51543E-01  5.65972E-01  1.05904E-01  1.27873E-01  1.54734E-01
  5.30000E+01  1.61429E-01  2.51111E-01  5.65000E-01  1.05817E-01  1.27854E-01  1.54860E-01
  5.30833E+01  1.61151E-01  2.50679E-01  5.64028E-01  1.05733E-01  1.27837E-01  1.54986E-01
  5.31667E+01  1.60873E-01  2.50247E-01  5.63056E-01  1.05652E-01  1.27822E-01  1.55114E-01
  5.32500E+01  1.60595E-01  2.49815E-01  5.62083E-01  1.05573E-01  1.27809E-01  1.55242E-01
  5.33333E+01  1.60317E-01  2.49383E-01  5.61111E-01  1.05496E-01  1.27797E-01  1.55371E-01
  5.34167E+01  1.60040E-01  2.48951E-01  5.60139E-01  1.05421E-01  1.27786E-01  1.55501E-01
  5.35000E+01  1.59762E-01  2.48519E-01  5.59167E-01  1.05347E-01  1.27777E-01  1.55630E-01
  5.35833E+01  1.59484E-01  2.48086E-01  5.58194E-01  1.05276E-01  1.27768E-01  1.55760E-01
  5.36667E+01  1.59206E-01  2.47654E-01  5.57222E-01  1.05206E-01  1.27761E-01  1.55890E-01
  5.37500E+01  1.58929E-01  2.47222E-01  5.56250E-01  1.05137E-01  1.27754E-01  1.56021E-01
  5.38333E+01  1.58651E-01  2.46790E-01  5.55278E-01  1.05069E-01  1.27748E-01  1.56150E-01
  5.39167E+01  1.58373E-01  2.46358E-01  5.54306E-01  1.05003E-01  1.27742E-01  1.56280E-01
  5.40000E+01  1.58095E-01  2.45926E-01  5.53333E-01  1.04938E-01  1.27737E-01  1.56410E-01
  5.40833E+01  1.59484E-01  2.48086E-01  5.58195E-01  1.04888E-01  1.27747E-01  1.56554E-01
  5.41667E+01  1.60873E-01  2.50247E-01  5.63056E-01  1.04869E-01  1.27787E-01  1.56727E-01
  5.42500E+01  1.62262E-01  2.52407E-01  5.67917E-01  1.04877E-01  1.27854E-01  1.56927E-01
  5.43333E+01  1.63651E-01  2.54568E-01  5.72778E-01  1.04910E-01  1.27947E-01  1.57152E-01
  5.44167E+01  1.65040E-01  2.56728E-01  5.77639E-01  1.04967E-01  1.28062E-01  1.57400E-01
  5.45000E+01  1.66429E-01  2.58889E-01  5.82500E-01  1.05045E-01  1.28199E-01  1.57670E-01
  5.45833E+01  1.67818E-01  2.61049E-01  5.87361E-01  1.05143E-01  1.28357E-01  1.57960E-01
  5.46667E+01  1.69206E-01  2.63210E-01  5.92222E-01  1.05261E-01  1.28534E-01  1.58270E-01
  5.47500E+01  1.70595E-01  2.65370E-01  5.97083E-01  1.05396E-01  1.28730E-01  1.58599E-01
  5.48333E+01  1.71984E-01  2.67531E-01  6.01945E-01  1.05549E-01  1.28943E-01  1.58946E-01
  5.49167E+01  1.73373E-01  2.69691E-01  6.06806E-01  1.05718E-01  1.29173E-01  1.59310E-01
  5.50000E+01  1.74762E-01  2.71852E-01  6.11667E-01  1.05902E-01  1.29420E-01  1.59691E-01
  5.50833E+01  1.66031E-01  2.58271E-01  5.81110E-01  1.06009E-01  1.29589E-01  1.59995E-01
  5.51667E+01  1.57301E-01  2.44691E-01  5.50555E-01  1.05953E-01  1.29595E-01  1.60136E-01
  5.52500E+01  1.48571E-01  2.31111E-01  5.20000E-01  1.05748E-01  1.29452E-01  1.60127E-01
  5.53333E+01  1.39841E-01  2.17530E-01  4.89443E-01  1.05409E-01  1.29173E-01  1.59980E-01
  5.54167E+01  1.31111E-01  2.03950E-01  4.58888E-01  1.04945E-01  1.28766E-01  1.59702E-01
  5.55000E+01  1.22381E-01  1.90370E-01  4.28333E-01  1.04365E-01  1.28240E-01  1.59302E-01
  5.55833E+01  1.13651E-01  1.76790E-01  3.97777E-01  1.03677E-01  1.27601E-01  1.58785E-01
  5.56667E+01  1.04921E-01  1.63210E-01  3.67222E-01  1.02886E-01  1.26856E-01  1.58158E-01
  5.57500E+01  9.61905E-02  1.49630E-01  3.36667E-01  1.01998E-01  1.26010E-01  1.57424E-01
  5.58333E+01  8.74601E-02  1.36049E-01  3.06110E-01  1.01019E-01  1.25067E-01  1.56588E-01
  5.59167E+01  7.87300E-02  1.22469E-01  2.75555E-01  9.99524E-02  1.24032E-01  1.55655E-01
  5.60000E+01  7.00000E-02  1.08889E-01  2.45000E-01  9.88026E-02  1.22908E-01  1.54627E-01
  5.60833E+01  8.30560E-02  1.29198E-01  2.90696E-01  9.77727E-02  1.21898E-01  1.53706E-01
  5.61667E+01  9.61113E-02  1.49507E-01  3.36390E-01  9.70481E-02  1.21188E-01  1.53082E-01
  5.62500E+01  1.09167E-01  1.69815E-01  3.82083E-01  9.65981E-02  1.20751E-01  1.52726E-01
  5.63333E+01  1.22223E-01  1.90124E-01  4.27779E-01  9.63965E-02  1.20562E-01  1.52618E-01
  5.64167E+01  1.35278E-01  2.10432E-01  4.73473E-01  9.64226E-02  1.20602E-01  1.52738E-01
  5.65000E+01  1.48333E-01  2.30741E-01  5.19167E-01  9.66590E-02  1.20853E-01  1.53072E-01
  5.65833E+01  1.61389E-01  2.51050E-01  5.64863E-01  9.70913E-02  1.21304E-01  1.53609E-01
  5.66667E+01  1.74445E-01  2.71358E-01  6.10556E-01  9.77068E-02  1.21943E-01  1.54336E-01
  5.67500E+01  1.87500E-01  2.91667E-01  6.56250E-01  9.84949E-02  1.22758E-01  1.55245E-01
  5.68333E+01  2.00556E-01  3.11976E-01  7.01946E-01  9.94458E-02  1.23743E-01  1.56329E-01
  5.69167E+01  2.13611E-01  3.32284E-01  7.47640E-01  1.00551E-01  1.24887E-01  1.57578E-01
  5.70000E+01  2.26667E-01  3.52593E-01  7.93333E-01  1.01803E-01  1.26186E-01  1.58988E-01
  5.70833E+01  2.26508E-01  3.52346E-01  7.92778E-01  1.03074E-01  1.27510E-01  1.60431E-01
  5.71667E+01  2.26349E-01  3.52099E-01  7.92222E-01  1.04246E-01  1.28743E-01  1.61790E-01
  5.72500E+01  2.26191E-01  3.51852E-01  7.91667E-01  1.05336E-01  1.29898E-01  1.63077E-01
  5.73333E+01  2.26032E-01  3.51605E-01  7.91111E-01  1.06354E-01  1.30987E-01  1.64303E-01
  5.74167E+01  2.25873E-01  3.51358E-01  7.90556E-01  1.07311E-01  1.32019E-01  1.65477E-01
  5.75000E+01  2.25714E-01  3.51111E-01  7.90000E-01  1.08213E-01  1.33001E-01  1.66603E-01
  5.75833E+01  2.25556E-01  3.50864E-01  7.89445E-01  1.09068E-01  1.33937E-01  1.67688E-01
  5.76667E+01  2.25397E-01  3.50617E-01  7.88889E-01  1.09879E-01  1.34833E-01  1.68736E-01
  5.77500E+01  2.25238E-01  3.50370E-01  7.88333E-01  1.10651E-01  1.35692E-01  1.69749E-01
  5.78333E+01  2.25079E-01  3.50123E-01  7.87778E-01  1.11388E-01  1.36518E-01  1.70732E-01
  5.79167E+01  2.24921E-01  3.49877E-01  7.87222E-01  1.12092E-01  1.37314E-01  1.71686E-01
  5.80000E+01  2.24762E-01  3.49630E-01  7.86667E-01  1.12767E-01  1.38081E-01  1.72614E-01
  5.80833E+01  2.23095E-01  3.47037E-01  7.80833E-01  1.13400E-01  1.38808E-01  1.73504E-01
  5.81667E+01  2.21429E-01  3.44444E-01  7.75000E-01  1.13982E-01  1.39485E-01  1.74345E-01
  5.82500E+01  2.19762E-01  3.41852E-01  7.69167E-01  1.14515E-01  1.40115E-01  1.75140E-01
  5.83333E+01  2.18095E-01  3.39259E-01  7.63333E-01  1.15005E-01  1.40701E-01  1.75893E-01
  5.84167E+01  2.16429E-01  3.36667E-01  7.57500E-01  1.15454E-01  1.41247E-01  1.76605E-01
  5.85000E+01  2.14762E-01  3.34074E-01  7.51667E-01  1.15864E-01  1.41754E-01  1.77280E-01
  5.85833E+01  2.13095E-01  3.31481E-01  7.45833E-01  1.16238E-01  1.42225E-01  1.77918E-01
  5.86667E+01  2.11429E-01  3.28889E-01  7.40000E-01  1.16578E-01  1.42662E-01  1.78523E-01
  5.87500E+01  2.09762E-01  3.26296E-01  7.34167E-01  1.16887E-01  1.43067E-01  1.79095E-01
  5.88333E+01  2.08095E-01  3.23704E-01  7.28333E-01  1.17164E-01  1.43441E-01  1.79636E-01
  5.89167E+01  2.06429E-01  3.21111E-01  7.22500E-01  1.17413E-01  1.43785E-01  1.80147E-01
  5.90000E+01  2.04762E-01  3.18519E-01  7.16667E-01  1.17634E-01  1.44101E-01  1.80630E-01
  5.90833E+01  2.04643E-01  3.18333E-01  7.16250E-01  1.17844E-01  1.44404E-01  1.81099E-01
  5.91667E+01  2.04524E-01  3.18148E-01  7.15833E-01  1.18055E-01  1.44708E-01  1.81568E-01
  5.92500E+01  2.04405E-01  3.17963E-01  7.15417E-01  1.18267E-01  1.45013E-01  1.82037E-01
  5.93333E+01  2.04286E-01  3.17778E-01  7.15000E-01  1.18479E-01  1.45316E-01  1.82505E-01
  5.94167E+01  2.04167E-01  3.17593E-01  7.14583E-01  1.18690E-01  1.45618E-01  1.82971E-01
  5.95000E+01  2.04048E-01  3.17407E-01  7.14167E-01  1.18899E-01  1.45918E-01  1.83434E-01
  5.95833E+01  2.03929E-01  3.17222E-01  7.13750E-01  1.19106E-01  1.46215E-01  1.83895E-01
  5.96667E+01  2.03810E-01  3.17037E-01  7.13333E-01  1.19311E-01  1.46510E-01  1.84352E-01
  5.97500E+01  2.03690E-01  3.16852E-01  7.12917E-01  1.19513E-01  1.46801E-01  1.84806E-01
  5.98333E+01  2.03571E-01  3.16667E-01  7.12500E-01  1.19713E-01  1.47090E-01  1.85257E-01
  5.99167E+01  2.03452E-01  3.16481E-01  7.12083E-01  1.19910E-01  1.47376E-01  1.85705E-01
  6.00000E+01  2.03333E-01  3.16296E-01  7.11667E-01  1.20104E-01  1.47658E-01  1.86149E-01
  6.00833E+01  1.90555E-01  2.96419E-01  6.66943E-01  1.20180E-01  1.47821E-01  1.86473E-01
  6.01667E+01  1.77778E-01  2.76543E-01  6.22222E-01  1.20030E-01  1.47758E-01  1.86571E-01
  6.02500E+01  1.65000E-01  2.56667E-01  5.77500E-01  1.19676E-01  1.47488E-01  1.86458E-01
  6.03333E+01  1.52222E-01  2.36790E-01  5.32776E-01  1.19134E-01  1.47026E-01  1.86150E-01
  6.04167E+01  1.39444E-01  2.16913E-01  4.88055E-01  1.18417E-01  1.46384E-01  1.85658E-01
  6.05000E+01  1.26667E-01  1.97037E-01  4.43333E-01  1.17536E-01  1.45574E-01  1.84993E-01
  6.05833E+01  1.13889E-01  1.77160E-01  3.98610E-01  1.16503E-01  1.44605E-01  1.84161E-01
  6.06667E+01  1.01111E-01  1.57284E-01  3.53888E-01  1.15324E-01  1.43484E-01  1.83171E-01
  6.07500E+01  8.83333E-02  1.37407E-01  3.09167E-01  1.14008E-01  1.42218E-01  1.82029E-01
  6.08333E+01  7.55552E-02  1.17530E-01  2.64443E-01  1.12561E-01  1.40814E-01  1.80741E-01
  6.09167E+01  6.27776E-02  9.76540E-02  2.19722E-01  1.10990E-01  1.39277E-01  1.79312E-01
  6.10000E+01  5.00000E-02  7.77778E-02  1.75000E-01  1.09299E-01  1.37612E-01  1.77746E-01
  6.10833E+01  5.26191E-02  8.18520E-02  1.84167E-01  1.07635E-01  1.35966E-01  1.76188E-01
  6.11667E+01  5.52381E-02  8.59260E-02  1.93333E-01  1.06131E-01  1.34471E-01  1.74775E-01
  6.12500E+01  5.78572E-02  9.00000E-02  2.02500E-01  1.04767E-01  1.33111E-01  1.73487E-01
  6.13333E+01  6.04763E-02  9.40742E-02  2.11667E-01  1.03527E-01  1.31868E-01  1.72312E-01
  6.14167E+01  6.30953E-02  9.81482E-02  2.20833E-01  1.02397E-01  1.30732E-01  1.71238E-01
  6.15000E+01  6.57143E-02  1.02222E-01  2.30000E-01  1.01368E-01  1.29692E-01  1.70256E-01
  6.15833E+01  6.83334E-02  1.06296E-01  2.39167E-01  1.00430E-01  1.28741E-01  1.69359E-01
  6.16667E+01  7.09524E-02  1.10370E-01  2.48333E-01  9.95762E-02  1.27871E-01  1.68540E-01
