 lamda  B B_N
  2.76000E+00  8.50325E+03  1.10282E-03
  2.82000E+00  1.12683E+04  1.46143E-03
  2.88000E+00  1.47257E+04  1.90983E-03
  2.94000E+00  1.89944E+04  2.46346E-03
  3.00000E+00  2.42030E+04  3.13897E-03
  3.06000E+00  3.04882E+04  3.95413E-03
  3.12000E+00  3.79945E+04  4.92765E-03
  3.18000E+00  4.68720E+04  6.07901E-03
  3.24000E+00  5.72757E+04  7.42830E-03
  3.30000E+00  6.93634E+04  8.99600E-03
  3.36000E+00  8.32942E+04  1.08027E-02
  3.42000E+00  9.92271E+04  1.28691E-02
  3.48000E+00  1.17319E+05  1.52155E-02
  3.54000E+00  1.37723E+05  1.78618E-02
  3.60000E+00  1.60586E+05  2.08270E-02
  3.66000E+00  1.86050E+05  2.41296E-02
  3.72000E+00  2.14248E+05  2.77866E-02
  3.78000E+00  2.45302E+05  3.18141E-02
  3.84000E+00  2.79325E+05  3.62267E-02
  3.90000E+00  3.16418E+05  4.10374E-02
  3.96000E+00  3.56669E+05  4.62578E-02
  4.02000E+00  4.00154E+05  5.18974E-02
  4.08000E+00  4.46932E+05  5.79643E-02
  4.14000E+00  4.97052E+05  6.44646E-02
  4.20000E+00  5.50546E+05  7.14024E-02
  4.26000E+00  6.07434E+05  7.87804E-02
  4.32000E+00  6.67718E+05  8.65988E-02
  4.38000E+00  7.31388E+05  9.48564E-02
  4.44000E+00  7.98420E+05  1.03550E-01
  4.50000E+00  8.68777E+05  1.12675E-01
  4.56000E+00  9.42408E+05  1.22224E-01
  4.62000E+00  1.01925E+06  1.32191E-01
  4.68000E+00  1.09923E+06  1.42564E-01
  4.74000E+00  1.18227E+06  1.53333E-01
  4.80000E+00  1.26826E+06  1.64485E-01
  4.86000E+00  1.35710E+06  1.76007E-01
  4.92000E+00  1.44867E+06  1.87884E-01
  4.98000E+00  1.54286E+06  2.00100E-01
  5.04000E+00  1.63954E+06  2.12638E-01
  5.10000E+00  1.73857E+06  2.25482E-01
  5.16000E+00  1.83981E+06  2.38612E-01
  5.22000E+00  1.94312E+06  2.52010E-01
  5.28000E+00  2.04834E+06  2.65657E-01
  5.34000E+00  2.15533E+06  2.79533E-01
  5.40000E+00  2.26394E+06  2.93618E-01
  5.46000E+00  2.37400E+06  3.07892E-01
  5.52000E+00  2.48536E+06  3.22335E-01
  5.58000E+00  2.59786E+06  3.36926E-01
  5.64000E+00  2.71135E+06  3.51645E-01
  5.70000E+00  2.82567E+06  3.66472E-01
  5.76000E+00  2.94068E+06  3.81387E-01
  5.82000E+00  3.05621E+06  3.96371E-01
  5.88000E+00  3.17211E+06  4.11403E-01
  5.94000E+00  3.28825E+06  4.26466E-01
  6.00000E+00  3.40447E+06  4.41539E-01
  6.06000E+00  3.52065E+06  4.56606E-01
  6.12000E+00  3.63663E+06  4.71648E-01
  6.18000E+00  3.75229E+06  4.86648E-01
  6.24000E+00  3.86749E+06  5.01590E-01
  6.30000E+00  3.98212E+06  5.16457E-01
  6.36000E+00  4.09607E+06  5.31234E-01
  6.42000E+00  4.20919E+06  5.45906E-01
  6.48000E+00  4.32141E+06  5.60459E-01
  6.54000E+00  4.43259E+06  5.74879E-01
  6.60000E+00  4.54266E+06  5.89154E-01
  6.66000E+00  4.65150E+06  6.03271E-01
  6.72000E+00  4.75904E+06  6.17218E-01
  6.78000E+00  4.86518E+06  6.30984E-01
  6.84000E+00  4.96985E+06  6.44558E-01
  6.90000E+00  5.07298E+06  6.57933E-01
  6.96000E+00  5.17447E+06  6.71097E-01
  7.02000E+00  5.27429E+06  6.84043E-01
  7.08000E+00  5.37236E+06  6.96761E-01
  7.14000E+00  5.46863E+06  7.09247E-01
  7.20000E+00  5.56304E+06  7.21491E-01
  7.26000E+00  5.65555E+06  7.33490E-01
  7.32000E+00  5.74612E+06  7.45236E-01
  7.38000E+00  5.83470E+06  7.56725E-01
  7.44000E+00  5.92127E+06  7.67952E-01
  7.50000E+00  6.00578E+06  7.78913E-01
  7.56000E+00  6.08823E+06  7.89605E-01
  7.62000E+00  6.16857E+06  8.00025E-01
  7.68000E+00  6.24679E+06  8.10170E-01
  7.74000E+00  6.32288E+06  8.20038E-01
  7.80000E+00  6.39682E+06  8.29627E-01
  7.86000E+00  6.46860E+06  8.38937E-01
  7.92000E+00  6.53821E+06  8.47965E-01
  7.98000E+00  6.60566E+06  8.56712E-01
  8.04000E+00  6.67093E+06  8.65177E-01
  8.10000E+00  6.73403E+06  8.73362E-01
  8.16000E+00  6.79497E+06  8.81265E-01
  8.22000E+00  6.85374E+06  8.88887E-01
  8.28000E+00  6.91036E+06  8.96231E-01
  8.34000E+00  6.96485E+06  9.03297E-01
  8.40000E+00  7.01720E+06  9.10086E-01
  8.46000E+00  7.06743E+06  9.16601E-01
  8.52000E+00  7.11557E+06  9.22845E-01
  8.58000E+00  7.16162E+06  9.28817E-01
  8.64000E+00  7.20561E+06  9.34523E-01
  8.70000E+00  7.24755E+06  9.39962E-01
  8.76000E+00  7.28748E+06  9.45140E-01
  8.82000E+00  7.32540E+06  9.50058E-01
  8.88000E+00  7.36135E+06  9.54721E-01
  8.94000E+00  7.39535E+06  9.59131E-01
  9.00000E+00  7.42743E+06  9.63291E-01
  9.06000E+00  7.45761E+06  9.67205E-01
  9.12000E+00  7.48592E+06  9.70877E-01
  9.18000E+00  7.51240E+06  9.74311E-01
  9.24000E+00  7.53705E+06  9.77509E-01
  9.30000E+00  7.55993E+06  9.80476E-01
  9.36000E+00  7.58105E+06  9.83215E-01
  9.42000E+00  7.60046E+06  9.85732E-01
  9.48000E+00  7.61817E+06  9.88029E-01
  9.54000E+00  7.63422E+06  9.90111E-01
  9.60000E+00  7.64865E+06  9.91982E-01
  9.66000E+00  7.66148E+06  9.93646E-01
  9.72000E+00  7.67275E+06  9.95107E-01
  9.78000E+00  7.68248E+06  9.96369E-01
  9.84000E+00  7.69071E+06  9.97437E-01
  9.90000E+00  7.69747E+06  9.98314E-01
  9.96000E+00  7.70280E+06  9.99005E-01
  1.00200E+01  7.70672E+06  9.99513E-01
  1.00800E+01  7.70926E+06  9.99843E-01
  1.01400E+01  7.71047E+06  1.00000E+00
  1.02000E+01  7.71037E+06  9.99986E-01
  1.02600E+01  7.70899E+06  9.99808E-01
  1.03200E+01  7.70636E+06  9.99466E-01
  1.03800E+01  7.70252E+06  9.98969E-01
  1.04400E+01  7.69749E+06  9.98316E-01
  1.05000E+01  7.69131E+06  9.97514E-01
  1.05600E+01  7.68400E+06  9.96566E-01
  1.06200E+01  7.67560E+06  9.95477E-01
  1.06800E+01  7.66613E+06  9.94249E-01
  1.07400E+01  7.65562E+06  9.92886E-01
  1.08000E+01  7.64411E+06  9.91394E-01
  1.08600E+01  7.63163E+06  9.89774E-01
  1.09200E+01  7.61819E+06  9.88031E-01
  1.09800E+01  7.60382E+06  9.86168E-01
  1.10400E+01  7.58857E+06  9.84190E-01
  1.11000E+01  7.57244E+06  9.82098E-01
  1.11600E+01  7.55548E+06  9.79898E-01
  1.12200E+01  7.53770E+06  9.77592E-01
  1.12800E+01  7.51912E+06  9.75183E-01
  1.13400E+01  7.49979E+06  9.72675E-01
  1.14000E+01  7.47971E+06  9.70072E-01
  1.14600E+01  7.45892E+06  9.67375E-01
  1.15200E+01  7.43744E+06  9.64589E-01
  1.15800E+01  7.41529E+06  9.61716E-01
  1.16400E+01  7.39250E+06  9.58760E-01
  1.17000E+01  7.36907E+06  9.55723E-01
  1.17600E+01  7.34506E+06  9.52608E-01
  1.18200E+01  7.32047E+06  9.49419E-01
  1.18800E+01  7.29531E+06  9.46156E-01
  1.19400E+01  7.26962E+06  9.42825E-01
  1.20000E+01  7.24342E+06  9.39426E-01
  1.20600E+01  7.21672E+06  9.35964E-01
  1.21200E+01  7.18955E+06  9.32440E-01
  1.21800E+01  7.16192E+06  9.28857E-01
  1.22400E+01  7.13385E+06  9.25216E-01
  1.23000E+01  7.10537E+06  9.21522E-01
  1.23600E+01  7.07648E+06  9.17776E-01
  1.24200E+01  7.04721E+06  9.13979E-01
  1.24800E+01  7.01758E+06  9.10136E-01
  1.25400E+01  6.98759E+06  9.06246E-01
  1.26000E+01  6.95727E+06  9.02314E-01
  1.26600E+01  6.92663E+06  8.98341E-01
  1.27200E+01  6.89570E+06  8.94329E-01
  1.27800E+01  6.86447E+06  8.90279E-01
  1.28400E+01  6.83297E+06  8.86194E-01
  1.29000E+01  6.80122E+06  8.82076E-01
  1.29600E+01  6.76923E+06  8.77926E-01
  1.30200E+01  6.73700E+06  8.73747E-01
  1.30800E+01  6.70456E+06  8.69539E-01
  1.31400E+01  6.67192E+06  8.65306E-01
  1.32000E+01  6.63908E+06  8.61048E-01
  1.32600E+01  6.60607E+06  8.56766E-01
  1.33200E+01  6.57290E+06  8.52463E-01
  1.33800E+01  6.53957E+06  8.48141E-01
  1.34400E+01  6.50609E+06  8.43800E-01
  1.35000E+01  6.47249E+06  8.39442E-01
  1.35600E+01  6.43877E+06  8.35068E-01
  1.36200E+01  6.40494E+06  8.30680E-01
  1.36800E+01  6.37100E+06  8.26279E-01
  1.37400E+01  6.33698E+06  8.21866E-01
  1.38000E+01  6.30288E+06  8.17444E-01
  1.38600E+01  6.26870E+06  8.13011E-01
  1.39200E+01  6.23447E+06  8.08571E-01
  1.39800E+01  6.20018E+06  8.04124E-01
  1.40400E+01  6.16585E+06  7.99672E-01
  1.41000E+01  6.13148E+06  7.95214E-01
  1.41600E+01  6.09708E+06  7.90754E-01
  1.42200E+01  6.06267E+06  7.86290E-01
  1.42800E+01  6.02824E+06  7.81825E-01
  1.43400E+01  5.99381E+06  7.77359E-01
  1.44000E+01  5.95938E+06  7.72894E-01
  1.44600E+01  5.92496E+06  7.68430E-01
  1.45200E+01  5.89055E+06  7.63968E-01
  1.45800E+01  5.85617E+06  7.59508E-01
  1.46400E+01  5.82181E+06  7.55053E-01
  1.47000E+01  5.78749E+06  7.50601E-01
  1.47600E+01  5.75321E+06  7.46156E-01
  1.48200E+01  5.71898E+06  7.41716E-01
  1.48800E+01  5.68480E+06  7.37282E-01
  1.49400E+01  5.65067E+06  7.32856E-01
  1.50000E+01  5.61660E+06  7.28438E-01
  1.50600E+01  5.58261E+06  7.24029E-01
  1.51200E+01  5.54868E+06  7.19629E-01
  1.51800E+01  5.51484E+06  7.15240E-01
  1.52400E+01  5.48106E+06  7.10860E-01
  1.53000E+01  5.44738E+06  7.06491E-01
  1.53600E+01  5.41379E+06  7.02134E-01
  1.54200E+01  5.38029E+06  6.97789E-01
  1.54800E+01  5.34688E+06  6.93457E-01
  1.55400E+01  5.31358E+06  6.89138E-01
  1.56000E+01  5.28038E+06  6.84832E-01
  1.56600E+01  5.24728E+06  6.80540E-01
  1.57200E+01  5.21430E+06  6.76262E-01
  1.57800E+01  5.18143E+06  6.71999E-01
  1.58400E+01  5.14868E+06  6.67751E-01
  1.59000E+01  5.11605E+06  6.63519E-01
  1.59600E+01  5.08354E+06  6.59303E-01
  1.60200E+01  5.05115E+06  6.55103E-01
  1.60800E+01  5.01889E+06  6.50919E-01
  1.61400E+01  4.98676E+06  6.46752E-01
  1.62000E+01  4.95477E+06  6.42603E-01
  1.62600E+01  4.92291E+06  6.38470E-01
  1.63200E+01  4.89118E+06  6.34356E-01
  1.63800E+01  4.85960E+06  6.30259E-01
  1.64400E+01  4.82815E+06  6.26181E-01
  1.65000E+01  4.79685E+06  6.22121E-01
  1.65600E+01  4.76569E+06  6.18080E-01
  1.66200E+01  4.73468E+06  6.14058E-01
  1.66800E+01  4.70381E+06  6.10055E-01
  1.67400E+01  4.67309E+06  6.06071E-01
  1.68000E+01  4.64253E+06  6.02106E-01
  1.68600E+01  4.61211E+06  5.98162E-01
  1.69200E+01  4.58184E+06  5.94236E-01
  1.69800E+01  4.55174E+06  5.90332E-01
  1.70400E+01  4.52178E+06  5.86447E-01
  1.71000E+01  4.49198E+06  5.82582E-01
  1.71600E+01  4.46234E+06  5.78737E-01
  1.72200E+01  4.43285E+06  5.74913E-01
  1.72800E+01  4.40353E+06  5.71110E-01
  1.73400E+01  4.37436E+06  5.67327E-01
  1.74000E+01  4.34535E+06  5.63565E-01
  1.74600E+01  4.31650E+06  5.59823E-01
  1.75200E+01  4.28782E+06  5.56103E-01
  1.75800E+01  4.25929E+06  5.52404E-01
  1.76400E+01  4.23093E+06  5.48725E-01
  1.77000E+01  4.20273E+06  5.45068E-01
  1.77600E+01  4.17469E+06  5.41431E-01
  1.78200E+01  4.14682E+06  5.37816E-01
  1.78800E+01  4.11911E+06  5.34222E-01
  1.79400E+01  4.09156E+06  5.30650E-01
  1.80000E+01  4.06418E+06  5.27098E-01
  1.80600E+01  4.03696E+06  5.23568E-01
  1.81200E+01  4.00990E+06  5.20059E-01
  1.81800E+01  3.98301E+06  5.16572E-01
  1.82400E+01  3.95628E+06  5.13105E-01
  1.83000E+01  3.92972E+06  5.09660E-01
  1.83600E+01  3.90333E+06  5.06237E-01
  1.84200E+01  3.87709E+06  5.02834E-01
  1.84800E+01  3.85102E+06  4.99453E-01
  1.85400E+01  3.82511E+06  4.96093E-01
  1.86000E+01  3.79937E+06  4.92754E-01
  1.86600E+01  3.77379E+06  4.89437E-01
  1.87200E+01  3.74837E+06  4.86140E-01
  1.87800E+01  3.72312E+06  4.82865E-01
  1.88400E+01  3.69803E+06  4.79611E-01
  1.89000E+01  3.67310E+06  4.76378E-01
  1.89600E+01  3.64833E+06  4.73166E-01
  1.90200E+01  3.62372E+06  4.69974E-01
  1.90800E+01  3.59928E+06  4.66804E-01
  1.91400E+01  3.57499E+06  4.63654E-01
  1.92000E+01  3.55087E+06  4.60526E-01
  1.92600E+01  3.52691E+06  4.57418E-01
  1.93200E+01  3.50310E+06  4.54330E-01
  1.93800E+01  3.47946E+06  4.51264E-01
  1.94400E+01  3.45597E+06  4.48218E-01
  1.95000E+01  3.43264E+06  4.45192E-01
  1.95600E+01  3.40947E+06  4.42186E-01
  1.96200E+01  3.38645E+06  4.39201E-01
  1.96800E+01  3.36359E+06  4.36237E-01
  1.97400E+01  3.34088E+06  4.33292E-01
  1.98000E+01  3.31833E+06  4.30367E-01
  1.98600E+01  3.29594E+06  4.27463E-01
  1.99200E+01  3.27370E+06  4.24578E-01
  1.99800E+01  3.25161E+06  4.21713E-01
  2.00400E+01  3.22967E+06  4.18868E-01
  2.01000E+01  3.20789E+06  4.16043E-01
  2.01600E+01  3.18625E+06  4.13237E-01
  2.02200E+01  3.16477E+06  4.10451E-01
  2.02800E+01  3.14344E+06  4.07684E-01
  2.03400E+01  3.12225E+06  4.04936E-01
  2.04000E+01  3.10121E+06  4.02208E-01
  2.04600E+01  3.08032E+06  3.99499E-01
  2.05200E+01  3.05958E+06  3.96808E-01
  2.05800E+01  3.03898E+06  3.94137E-01
  2.06400E+01  3.01853E+06  3.91484E-01
  2.07000E+01  2.99822E+06  3.88851E-01
  2.07600E+01  2.97806E+06  3.86235E-01
  2.08200E+01  2.95803E+06  3.83639E-01
  2.08800E+01  2.93816E+06  3.81060E-01
  2.09400E+01  2.91842E+06  3.78501E-01
  2.10000E+01  2.89882E+06  3.75959E-01
  2.10600E+01  2.87936E+06  3.73435E-01
  2.11200E+01  2.86004E+06  3.70930E-01
  2.11800E+01  2.84086E+06  3.68442E-01
  2.12400E+01  2.82182E+06  3.65973E-01
  2.13000E+01  2.80291E+06  3.63520E-01
  2.13600E+01  2.78414E+06  3.61086E-01
  2.14200E+01  2.76551E+06  3.58669E-01
  2.14800E+01  2.74701E+06  3.56269E-01
  2.15400E+01  2.72864E+06  3.53887E-01
  2.16000E+01  2.71040E+06  3.51522E-01
  2.16600E+01  2.69230E+06  3.49174E-01
  2.17200E+01  2.67432E+06  3.46843E-01
  2.17800E+01  2.65648E+06  3.44529E-01
  2.18400E+01  2.63877E+06  3.42232E-01
  2.19000E+01  2.62118E+06  3.39951E-01
  2.19600E+01  2.60372E+06  3.37687E-01
  2.20200E+01  2.58639E+06  3.35439E-01
  2.20800E+01  2.56919E+06  3.33208E-01
  2.21400E+01  2.55211E+06  3.30992E-01
  2.22000E+01  2.53515E+06  3.28793E-01
  2.22600E+01  2.51832E+06  3.26610E-01
  2.23200E+01  2.50161E+06  3.24443E-01
  2.23800E+01  2.48502E+06  3.22292E-01
  2.24400E+01  2.46856E+06  3.20156E-01
  2.25000E+01  2.45221E+06  3.18036E-01
  2.25600E+01  2.43598E+06  3.15932E-01
  2.26200E+01  2.41988E+06  3.13843E-01
  2.26800E+01  2.40389E+06  3.11769E-01
  2.27400E+01  2.38801E+06  3.09710E-01
  2.28000E+01  2.37226E+06  3.07667E-01
  2.28600E+01  2.35662E+06  3.05638E-01
  2.29200E+01  2.34109E+06  3.03625E-01
  2.29800E+01  2.32568E+06  3.01626E-01
  2.30400E+01  2.31038E+06  2.99641E-01
  2.31000E+01  2.29519E+06  2.97672E-01
  2.31600E+01  2.28011E+06  2.95716E-01
  2.32200E+01  2.26515E+06  2.93776E-01
  2.32800E+01  2.25030E+06  2.91849E-01
  2.33400E+01  2.23555E+06  2.89937E-01
  2.34000E+01  2.22091E+06  2.88038E-01
  2.34600E+01  2.20638E+06  2.86154E-01
  2.35200E+01  2.19196E+06  2.84283E-01
  2.35800E+01  2.17764E+06  2.82426E-01
  2.36400E+01  2.16343E+06  2.80583E-01
  2.37000E+01  2.14932E+06  2.78753E-01
  2.37600E+01  2.13532E+06  2.76937E-01
  2.38200E+01  2.12142E+06  2.75134E-01
  2.38800E+01  2.10762E+06  2.73345E-01
  2.39400E+01  2.09392E+06  2.71569E-01
  2.40000E+01  2.08033E+06  2.69805E-01
  2.40600E+01  2.06683E+06  2.68055E-01
  2.41200E+01  2.05343E+06  2.66317E-01
  2.41800E+01  2.04013E+06  2.64593E-01
  2.42400E+01  2.02694E+06  2.62881E-01
  2.43000E+01  2.01383E+06  2.61181E-01
  2.43600E+01  2.00083E+06  2.59495E-01
  2.44200E+01  1.98791E+06  2.57820E-01
  2.44800E+01  1.97510E+06  2.56158E-01
  2.45400E+01  1.96238E+06  2.54508E-01
  2.46000E+01  1.94975E+06  2.52870E-01
  2.46600E+01  1.93721E+06  2.51244E-01
  2.47200E+01  1.92477E+06  2.49630E-01
  2.47800E+01  1.91242E+06  2.48028E-01
  2.48400E+01  1.90016E+06  2.46438E-01
  2.49000E+01  1.88798E+06  2.44860E-01
  2.49600E+01  1.87590E+06  2.43293E-01
  2.50200E+01  1.86391E+06  2.41737E-01
  2.50800E+01  1.85200E+06  2.40193E-01
  2.51400E+01  1.84019E+06  2.38661E-01
  2.52000E+01  1.82846E+06  2.37139E-01
  2.52600E+01  1.81681E+06  2.35629E-01
  2.53200E+01  1.80525E+06  2.34130E-01
  2.53800E+01  1.79378E+06  2.32642E-01
  2.54400E+01  1.78239E+06  2.31164E-01
  2.55000E+01  1.77108E+06  2.29698E-01
  2.55600E+01  1.75985E+06  2.28242E-01
  2.56200E+01  1.74871E+06  2.26797E-01
  2.56800E+01  1.73765E+06  2.25362E-01
  2.57400E+01  1.72667E+06  2.23938E-01
  2.58000E+01  1.71577E+06  2.22525E-01
  2.58600E+01  1.70495E+06  2.21121E-01
  2.59200E+01  1.69421E+06  2.19728E-01
  2.59800E+01  1.68355E+06  2.18346E-01
  2.60400E+01  1.67296E+06  2.16973E-01
  2.61000E+01  1.66246E+06  2.15610E-01
  2.61600E+01  1.65203E+06  2.14257E-01
  2.62200E+01  1.64167E+06  2.12914E-01
  2.62800E+01  1.63139E+06  2.11581E-01
  2.63400E+01  1.62119E+06  2.10258E-01
  2.64000E+01  1.61106E+06  2.08944E-01
  2.64600E+01  1.60100E+06  2.07640E-01
  2.65200E+01  1.59102E+06  2.06345E-01
  2.65800E+01  1.58111E+06  2.05059E-01
  2.66400E+01  1.57127E+06  2.03783E-01
  2.67000E+01  1.56150E+06  2.02517E-01
  2.67600E+01  1.55180E+06  2.01259E-01
  2.68200E+01  1.54218E+06  2.00011E-01
  2.68800E+01  1.53262E+06  1.98771E-01
  2.69400E+01  1.52313E+06  1.97541E-01
  2.70000E+01  1.51371E+06  1.96319E-01
  2.70600E+01  1.50436E+06  1.95107E-01
  2.71200E+01  1.49508E+06  1.93903E-01
  2.71800E+01  1.48586E+06  1.92707E-01
  2.72400E+01  1.47672E+06  1.91521E-01
  2.73000E+01  1.46763E+06  1.90343E-01
  2.73600E+01  1.45862E+06  1.89173E-01
  2.74200E+01  1.44966E+06  1.88012E-01
  2.74800E+01  1.44077E+06  1.86859E-01
  2.75400E+01  1.43195E+06  1.85715E-01
  2.76000E+01  1.42319E+06  1.84579E-01
  2.76600E+01  1.41449E+06  1.83451E-01
  2.77200E+01  1.40586E+06  1.82331E-01
  2.77800E+01  1.39728E+06  1.81219E-01
  2.78400E+01  1.38877E+06  1.80115E-01
  2.79000E+01  1.38032E+06  1.79019E-01
  2.79600E+01  1.37193E+06  1.77931E-01
  2.80200E+01  1.36360E+06  1.76851E-01
  2.80800E+01  1.35533E+06  1.75778E-01
  2.81400E+01  1.34712E+06  1.74713E-01
  2.82000E+01  1.33897E+06  1.73656E-01
  2.82600E+01  1.33087E+06  1.72606E-01
  2.83200E+01  1.32284E+06  1.71564E-01
  2.83800E+01  1.31486E+06  1.70529E-01
  2.84400E+01  1.30694E+06  1.69501E-01
  2.85000E+01  1.29907E+06  1.68481E-01
  2.85600E+01  1.29126E+06  1.67468E-01
  2.86200E+01  1.28350E+06  1.66463E-01
  2.86800E+01  1.27580E+06  1.65464E-01
  2.87400E+01  1.26816E+06  1.64472E-01
  2.88000E+01  1.26057E+06  1.63488E-01
  2.88600E+01  1.25303E+06  1.62511E-01
  2.89200E+01  1.24555E+06  1.61540E-01
  2.89800E+01  1.23812E+06  1.60576E-01
  2.90400E+01  1.23074E+06  1.59620E-01
  2.91000E+01  1.22342E+06  1.58669E-01
  2.91600E+01  1.21614E+06  1.57726E-01
  2.92200E+01  1.20892E+06  1.56789E-01
  2.92800E+01  1.20175E+06  1.55859E-01
  2.93400E+01  1.19463E+06  1.54936E-01
  2.94000E+01  1.18756E+06  1.54019E-01
  2.94600E+01  1.18053E+06  1.53108E-01
  2.95200E+01  1.17356E+06  1.52204E-01
  2.95800E+01  1.16664E+06  1.51306E-01
  2.96400E+01  1.15976E+06  1.50414E-01
  2.97000E+01  1.15294E+06  1.49529E-01
  2.97600E+01  1.14616E+06  1.48650E-01
  2.98200E+01  1.13943E+06  1.47777E-01
  2.98800E+01  1.13274E+06  1.46910E-01
  2.99400E+01  1.12611E+06  1.46049E-01
  3.00000E+01  1.11952E+06  1.45194E-01
  3.00600E+01  1.11297E+06  1.44345E-01
  3.01200E+01  1.10647E+06  1.43503E-01
  3.01800E+01  1.10002E+06  1.42665E-01
  3.02400E+01  1.09361E+06  1.41834E-01
  3.03000E+01  1.08724E+06  1.41009E-01
  3.03600E+01  1.08092E+06  1.40189E-01
  3.04200E+01  1.07465E+06  1.39375E-01
  3.04800E+01  1.06841E+06  1.38567E-01
  3.05400E+01  1.06222E+06  1.37764E-01
  3.06000E+01  1.05608E+06  1.36967E-01
  3.06600E+01  1.04997E+06  1.36175E-01
  3.07200E+01  1.04391E+06  1.35389E-01
  3.07800E+01  1.03789E+06  1.34608E-01
  3.08400E+01  1.03191E+06  1.33832E-01
  3.09000E+01  1.02597E+06  1.33062E-01
  3.09600E+01  1.02008E+06  1.32297E-01
  3.10200E+01  1.01422E+06  1.31538E-01
  3.10800E+01  1.00840E+06  1.30784E-01
  3.11400E+01  1.00263E+06  1.30034E-01
  3.12000E+01  9.96890E+05  1.29290E-01
  3.12600E+01  9.91193E+05  1.28552E-01
  3.13200E+01  9.85535E+05  1.27818E-01
  3.13800E+01  9.79915E+05  1.27089E-01
  3.14400E+01  9.74334E+05  1.26365E-01
  3.15000E+01  9.68791E+05  1.25646E-01
  3.15600E+01  9.63286E+05  1.24932E-01
  3.16200E+01  9.57818E+05  1.24223E-01
  3.16800E+01  9.52388E+05  1.23519E-01
  3.17400E+01  9.46994E+05  1.22819E-01
  3.18000E+01  9.41638E+05  1.22125E-01
  3.18600E+01  9.36317E+05  1.21434E-01
  3.19200E+01  9.31033E+05  1.20749E-01
  3.19800E+01  9.25784E+05  1.20068E-01
  3.20400E+01  9.20571E+05  1.19392E-01
  3.21000E+01  9.15394E+05  1.18721E-01
  3.21600E+01  9.10251E+05  1.18054E-01
  3.22200E+01  9.05143E+05  1.17391E-01
  3.22800E+01  9.00069E+05  1.16733E-01
  3.23400E+01  8.95030E+05  1.16080E-01
  3.24000E+01  8.90025E+05  1.15431E-01
  3.24600E+01  8.85053E+05  1.14786E-01
  3.25200E+01  8.80114E+05  1.14145E-01
  3.25800E+01  8.75210E+05  1.13509E-01
  3.26400E+01  8.70338E+05  1.12877E-01
  3.27000E+01  8.65498E+05  1.12250E-01
  3.27600E+01  8.60691E+05  1.11626E-01
  3.28200E+01  8.55916E+05  1.11007E-01
  3.28800E+01  8.51173E+05  1.10392E-01
  3.29400E+01  8.46461E+05  1.09781E-01
  3.30000E+01  8.41781E+05  1.09174E-01
  3.30600E+01  8.37133E+05  1.08571E-01
  3.31200E+01  8.32515E+05  1.07972E-01
  3.31800E+01  8.27928E+05  1.07377E-01
  3.32400E+01  8.23371E+05  1.06786E-01
  3.33000E+01  8.18845E+05  1.06199E-01
  3.33600E+01  8.14348E+05  1.05616E-01
  3.34200E+01  8.09882E+05  1.05037E-01
  3.34800E+01  8.05445E+05  1.04461E-01
  3.35400E+01  8.01037E+05  1.03890E-01
