 lamda  B B_N
  3.36000E+01  7.96659E+05  1.03322E-01
  3.36600E+01  7.92309E+05  1.02758E-01
  3.37200E+01  7.87988E+05  1.02197E-01
  3.37800E+01  7.83696E+05  1.01640E-01
  3.38400E+01  7.79431E+05  1.01087E-01
  3.39000E+01  7.75196E+05  1.00538E-01
  3.39600E+01  7.70987E+05  9.99922E-02
  3.40200E+01  7.66806E+05  9.94500E-02
  3.40800E+01  7.62653E+05  9.89114E-02
  3.41400E+01  7.58527E+05  9.83762E-02
  3.42000E+01  7.54428E+05  9.78446E-02
  3.42600E+01  7.50356E+05  9.73164E-02
  3.43200E+01  7.46310E+05  9.67917E-02
  3.43800E+01  7.42290E+05  9.62704E-02
  3.44400E+01  7.38297E+05  9.57525E-02
  3.45000E+01  7.34330E+05  9.52380E-02
  3.45600E+01  7.30389E+05  9.47269E-02
  3.46200E+01  7.26473E+05  9.42190E-02
  3.46800E+01  7.22583E+05  9.37145E-02
  3.47400E+01  7.18718E+05  9.32132E-02
  3.48000E+01  7.14878E+05  9.27152E-02
  3.48600E+01  7.11063E+05  9.22204E-02
  3.49200E+01  7.07272E+05  9.17288E-02
  3.49800E+01  7.03506E+05  9.12403E-02
  3.50400E+01  6.99765E+05  9.07551E-02
  3.51000E+01  6.96047E+05  9.02729E-02
  3.51600E+01  6.92353E+05  8.97939E-02
  3.52200E+01  6.88683E+05  8.93179E-02
  3.52800E+01  6.85037E+05  8.88450E-02
  3.53400E+01  6.81414E+05  8.83752E-02
  3.54000E+01  6.77815E+05  8.79083E-02
  3.54600E+01  6.74238E+05  8.74445E-02
  3.55200E+01  6.70684E+05  8.69836E-02
  3.55800E+01  6.67154E+05  8.65256E-02
  3.56400E+01  6.63645E+05  8.60706E-02
  3.57000E+01  6.60159E+05  8.56185E-02
  3.57600E+01  6.56696E+05  8.51693E-02
  3.58200E+01  6.53254E+05  8.47229E-02
  3.58800E+01  6.49834E+05  8.42794E-02
  3.59400E+01  6.46436E+05  8.38387E-02
  3.60000E+01  6.43060E+05  8.34008E-02
  3.60600E+01  6.39705E+05  8.29657E-02
  3.61200E+01  6.36371E+05  8.25333E-02
  3.61800E+01  6.33058E+05  8.21037E-02
  3.62400E+01  6.29767E+05  8.16768E-02
  3.63000E+01  6.26496E+05  8.12525E-02
  3.63600E+01  6.23245E+05  8.08310E-02
  3.64200E+01  6.20016E+05  8.04122E-02
  3.64800E+01  6.16806E+05  7.99959E-02
  3.65400E+01  6.13617E+05  7.95823E-02
  3.66000E+01  6.10448E+05  7.91713E-02
  3.66600E+01  6.07299E+05  7.87628E-02
  3.67200E+01  6.04170E+05  7.83570E-02
  3.67800E+01  6.01059E+05  7.79536E-02
  3.68400E+01  5.97969E+05  7.75528E-02
  3.69000E+01  5.94898E+05  7.71545E-02
  3.69600E+01  5.91846E+05  7.67587E-02
  3.70200E+01  5.88813E+05  7.63654E-02
  3.70800E+01  5.85799E+05  7.59745E-02
  3.71400E+01  5.82804E+05  7.55861E-02
  3.72000E+01  5.79828E+05  7.52001E-02
  3.72600E+01  5.76870E+05  7.48164E-02
  3.73200E+01  5.73931E+05  7.44352E-02
  3.73800E+01  5.71009E+05  7.40563E-02
  3.74400E+01  5.68106E+05  7.36798E-02
  3.75000E+01  5.65221E+05  7.33056E-02
  3.75600E+01  5.62353E+05  7.29337E-02
  3.76200E+01  5.59504E+05  7.25641E-02
  3.76800E+01  5.56672E+05  7.21968E-02
  3.77400E+01  5.53857E+05  7.18318E-02
  3.78000E+01  5.51060E+05  7.14690E-02
  3.78600E+01  5.48280E+05  7.11085E-02
  3.79200E+01  5.45517E+05  7.07501E-02
  3.79800E+01  5.42771E+05  7.03940E-02
  3.80400E+01  5.40042E+05  7.00401E-02
  3.81000E+01  5.37330E+05  6.96883E-02
  3.81600E+01  5.34634E+05  6.93387E-02
  3.82200E+01  5.31955E+05  6.89912E-02
  3.82800E+01  5.29292E+05  6.86458E-02
  3.83400E+01  5.26645E+05  6.83026E-02
  3.84000E+01  5.24015E+05  6.79615E-02
  3.84600E+01  5.21401E+05  6.76224E-02
  3.85200E+01  5.18802E+05  6.72854E-02
  3.85800E+01  5.16219E+05  6.69504E-02
  3.86400E+01  5.13652E+05  6.66175E-02
  3.87000E+01  5.11101E+05  6.62866E-02
  3.87600E+01  5.08565E+05  6.59577E-02
  3.88200E+01  5.06044E+05  6.56308E-02
  3.88800E+01  5.03539E+05  6.53059E-02
  3.89400E+01  5.01049E+05  6.49829E-02
  3.90000E+01  4.98574E+05  6.46619E-02
  3.90600E+01  4.96114E+05  6.43428E-02
  3.91200E+01  4.93668E+05  6.40257E-02
  3.91800E+01  4.91238E+05  6.37104E-02
  3.92400E+01  4.88822E+05  6.33971E-02
  3.93000E+01  4.86420E+05  6.30856E-02
  3.93600E+01  4.84033E+05  6.27761E-02
  3.94200E+01  4.81660E+05  6.24683E-02
  3.94800E+01  4.79302E+05  6.21624E-02
  3.95400E+01  4.76957E+05  6.18584E-02
  3.96000E+01  4.74627E+05  6.15561E-02
  3.96600E+01  4.72310E+05  6.12557E-02
  3.97200E+01  4.70008E+05  6.09571E-02
  3.97800E+01  4.67719E+05  6.06602E-02
  3.98400E+01  4.65443E+05  6.03651E-02
  3.99000E+01  4.63182E+05  6.00718E-02
  3.99600E+01  4.60933E+05  5.97802E-02
  4.00200E+01  4.58698E+05  5.94903E-02
  4.00800E+01  4.56477E+05  5.92022E-02
  4.01400E+01  4.54268E+05  5.89157E-02
  4.02000E+01  4.52072E+05  5.86310E-02
  4.02600E+01  4.49890E+05  5.83479E-02
  4.03200E+01  4.47720E+05  5.80665E-02
  4.03800E+01  4.45564E+05  5.77868E-02
  4.04400E+01  4.43420E+05  5.75087E-02
  4.05000E+01  4.41288E+05  5.72323E-02
  4.05600E+01  4.39169E+05  5.69575E-02
  4.06200E+01  4.37063E+05  5.66843E-02
  4.06800E+01  4.34968E+05  5.64127E-02
  4.07400E+01  4.32887E+05  5.61427E-02
  4.08000E+01  4.30817E+05  5.58743E-02
  4.08600E+01  4.28760E+05  5.56074E-02
  4.09200E+01  4.26714E+05  5.53421E-02
  4.09800E+01  4.24680E+05  5.50784E-02
  4.10400E+01  4.22659E+05  5.48162E-02
  4.11000E+01  4.20649E+05  5.45556E-02
  4.11600E+01  4.18651E+05  5.42964E-02
  4.12200E+01  4.16665E+05  5.40388E-02
  4.12800E+01  4.14689E+05  5.37826E-02
  4.13400E+01  4.12726E+05  5.35280E-02
  4.14000E+01  4.10774E+05  5.32748E-02
  4.14600E+01  4.08833E+05  5.30231E-02
  4.15200E+01  4.06903E+05  5.27728E-02
  4.15800E+01  4.04985E+05  5.25240E-02
  4.16400E+01  4.03078E+05  5.22766E-02
  4.17000E+01  4.01181E+05  5.20307E-02
  4.17600E+01  3.99296E+05  5.17862E-02
  4.18200E+01  3.97422E+05  5.15431E-02
  4.18800E+01  3.95558E+05  5.13014E-02
  4.19400E+01  3.93705E+05  5.10611E-02
  4.20000E+01  3.91862E+05  5.08221E-02
  4.20600E+01  3.90031E+05  5.05845E-02
  4.21200E+01  3.88209E+05  5.03483E-02
  4.21800E+01  3.86398E+05  5.01135E-02
  4.22400E+01  3.84598E+05  4.98800E-02
  4.23000E+01  3.82808E+05  4.96478E-02
  4.23600E+01  3.81028E+05  4.94169E-02
  4.24200E+01  3.79258E+05  4.91874E-02
  4.24800E+01  3.77498E+05  4.89592E-02
  4.25400E+01  3.75748E+05  4.87322E-02
  4.26000E+01  3.74009E+05  4.85066E-02
  4.26600E+01  3.72279E+05  4.82822E-02
  4.27200E+01  3.70559E+05  4.80592E-02
  4.27800E+01  3.68849E+05  4.78374E-02
  4.28400E+01  3.67148E+05  4.76168E-02
  4.29000E+01  3.65457E+05  4.73975E-02
  4.29600E+01  3.63776E+05  4.71794E-02
  4.30200E+01  3.62103E+05  4.69625E-02
  4.30800E+01  3.60441E+05  4.67470E-02
  4.31400E+01  3.58788E+05  4.65325E-02
  4.32000E+01  3.57144E+05  4.63193E-02
  4.32600E+01  3.55510E+05  4.61074E-02
  4.33200E+01  3.53884E+05  4.58966E-02
  4.33800E+01  3.52268E+05  4.56869E-02
  4.34400E+01  3.50661E+05  4.54785E-02
  4.35000E+01  3.49062E+05  4.52712E-02
  4.35600E+01  3.47473E+05  4.50651E-02
  4.36200E+01  3.45893E+05  4.48601E-02
  4.36800E+01  3.44321E+05  4.46563E-02
  4.37400E+01  3.42759E+05  4.44536E-02
  4.38000E+01  3.41205E+05  4.42521E-02
  4.38600E+01  3.39659E+05  4.40517E-02
  4.39200E+01  3.38122E+05  4.38524E-02
  4.39800E+01  3.36594E+05  4.36542E-02
  4.40400E+01  3.35074E+05  4.34570E-02
  4.41000E+01  3.33563E+05  4.32610E-02
  4.41600E+01  3.32060E+05  4.30661E-02
  4.42200E+01  3.30565E+05  4.28723E-02
  4.42800E+01  3.29079E+05  4.26795E-02
  4.43400E+01  3.27601E+05  4.24878E-02
  4.44000E+01  3.26131E+05  4.22971E-02
  4.44600E+01  3.24669E+05  4.21075E-02
  4.45200E+01  3.23215E+05  4.19190E-02
  4.45800E+01  3.21770E+05  4.17315E-02
  4.46400E+01  3.20332E+05  4.15450E-02
  4.47000E+01  3.18902E+05  4.13595E-02
  4.47600E+01  3.17480E+05  4.11751E-02
  4.48200E+01  3.16065E+05  4.09917E-02
  4.48800E+01  3.14659E+05  4.08093E-02
  4.49400E+01  3.13260E+05  4.06278E-02
  4.50000E+01  3.11869E+05  4.04474E-02
  4.50600E+01  3.10485E+05  4.02680E-02
  4.51200E+01  3.09109E+05  4.00895E-02
  4.51800E+01  3.07740E+05  3.99120E-02
  4.52400E+01  3.06379E+05  3.97355E-02
  4.53000E+01  3.05026E+05  3.95599E-02
  4.53600E+01  3.03679E+05  3.93853E-02
  4.54200E+01  3.02340E+05  3.92116E-02
  4.54800E+01  3.01008E+05  3.90389E-02
  4.55400E+01  2.99684E+05  3.88671E-02
  4.56000E+01  2.98367E+05  3.86963E-02
  4.56600E+01  2.97056E+05  3.85263E-02
  4.57200E+01  2.95753E+05  3.83573E-02
  4.57800E+01  2.94457E+05  3.81892E-02
  4.58400E+01  2.93168E+05  3.80220E-02
  4.59000E+01  2.91886E+05  3.78557E-02
  4.59600E+01  2.90610E+05  3.76903E-02
  4.60200E+01  2.89342E+05  3.75258E-02
  4.60800E+01  2.88080E+05  3.73622E-02
  4.61400E+01  2.86825E+05  3.71995E-02
  4.62000E+01  2.85577E+05  3.70376E-02
  4.62600E+01  2.84336E+05  3.68766E-02
  4.63200E+01  2.83101E+05  3.67164E-02
  4.63800E+01  2.81873E+05  3.65572E-02
  4.64400E+01  2.80651E+05  3.63987E-02
  4.65000E+01  2.79436E+05  3.62411E-02
  4.65600E+01  2.78228E+05  3.60844E-02
  4.66200E+01  2.77025E+05  3.59285E-02
  4.66800E+01  2.75830E+05  3.57734E-02
  4.67400E+01  2.74640E+05  3.56191E-02
  4.68000E+01  2.73457E+05  3.54657E-02
  4.68600E+01  2.72280E+05  3.53130E-02
  4.69200E+01  2.71110E+05  3.51612E-02
  4.69800E+01  2.69945E+05  3.50102E-02
  4.70400E+01  2.68787E+05  3.48600E-02
  4.71000E+01  2.67635E+05  3.47106E-02
  4.71600E+01  2.66489E+05  3.45620E-02
  4.72200E+01  2.65349E+05  3.44141E-02
  4.72800E+01  2.64215E+05  3.42670E-02
  4.73400E+01  2.63087E+05  3.41207E-02
  4.74000E+01  2.61965E+05  3.39752E-02
  4.74600E+01  2.60849E+05  3.38305E-02
  4.75200E+01  2.59739E+05  3.36865E-02
  4.75800E+01  2.58634E+05  3.35432E-02
  4.76400E+01  2.57535E+05  3.34007E-02
  4.77000E+01  2.56442E+05  3.32590E-02
  4.77600E+01  2.55355E+05  3.31180E-02
  4.78200E+01  2.54274E+05  3.29777E-02
  4.78800E+01  2.53198E+05  3.28382E-02
  4.79400E+01  2.52128E+05  3.26994E-02
  4.80000E+01  2.51063E+05  3.25613E-02
  4.80600E+01  2.50004E+05  3.24239E-02
  4.81200E+01  2.48950E+05  3.22873E-02
  4.81800E+01  2.47902E+05  3.21513E-02
  4.82400E+01  2.46859E+05  3.20161E-02
  4.83000E+01  2.45822E+05  3.18815E-02
  4.83600E+01  2.44790E+05  3.17477E-02
  4.84200E+01  2.43763E+05  3.16146E-02
  4.84800E+01  2.42742E+05  3.14821E-02
  4.85400E+01  2.41726E+05  3.13503E-02
  4.86000E+01  2.40715E+05  3.12192E-02
  4.86600E+01  2.39710E+05  3.10888E-02
  4.87200E+01  2.38709E+05  3.09591E-02
  4.87800E+01  2.37714E+05  3.08300E-02
  4.88400E+01  2.36724E+05  3.07016E-02
  4.89000E+01  2.35739E+05  3.05738E-02
  4.89600E+01  2.34759E+05  3.04467E-02
  4.90200E+01  2.33784E+05  3.03203E-02
  4.90800E+01  2.32814E+05  3.01945E-02
  4.91400E+01  2.31849E+05  3.00694E-02
  4.92000E+01  2.30889E+05  2.99448E-02
  4.92600E+01  2.29934E+05  2.98210E-02
  4.93200E+01  2.28983E+05  2.96977E-02
  4.93800E+01  2.28038E+05  2.95751E-02
  4.94400E+01  2.27097E+05  2.94531E-02
  4.95000E+01  2.26162E+05  2.93317E-02
  4.95600E+01  2.25231E+05  2.92110E-02
  4.96200E+01  2.24304E+05  2.90909E-02
  4.96800E+01  2.23383E+05  2.89713E-02
  4.97400E+01  2.22466E+05  2.88524E-02
  4.98000E+01  2.21553E+05  2.87341E-02
  4.98600E+01  2.20646E+05  2.86164E-02
  4.99200E+01  2.19743E+05  2.84992E-02
  4.99800E+01  2.18844E+05  2.83827E-02
  5.00400E+01  2.17950E+05  2.82668E-02
  5.01000E+01  2.17061E+05  2.81514E-02
  5.01600E+01  2.16175E+05  2.80366E-02
  5.02200E+01  2.15295E+05  2.79224E-02
  5.02800E+01  2.14419E+05  2.78088E-02
  5.03400E+01  2.13547E+05  2.76957E-02
  5.04000E+01  2.12680E+05  2.75832E-02
  5.04600E+01  2.11817E+05  2.74713E-02
  5.05200E+01  2.10958E+05  2.73599E-02
  5.05800E+01  2.10104E+05  2.72491E-02
  5.06400E+01  2.09254E+05  2.71389E-02
  5.07000E+01  2.08408E+05  2.70292E-02
  5.07600E+01  2.07566E+05  2.69200E-02
  5.08200E+01  2.06729E+05  2.68114E-02
  5.08800E+01  2.05895E+05  2.67033E-02
  5.09400E+01  2.05066E+05  2.65958E-02
  5.10000E+01  2.04241E+05  2.64888E-02
  5.10600E+01  2.03420E+05  2.63823E-02
  5.11200E+01  2.02603E+05  2.62764E-02
  5.11800E+01  2.01791E+05  2.61710E-02
  5.12400E+01  2.00982E+05  2.60661E-02
  5.13000E+01  2.00177E+05  2.59617E-02
  5.13600E+01  1.99376E+05  2.58579E-02
  5.14200E+01  1.98580E+05  2.57545E-02
  5.14800E+01  1.97787E+05  2.56517E-02
  5.15400E+01  1.96998E+05  2.55494E-02
  5.16000E+01  1.96213E+05  2.54476E-02
  5.16600E+01  1.95432E+05  2.53462E-02
  5.17200E+01  1.94654E+05  2.52454E-02
  5.17800E+01  1.93881E+05  2.51451E-02
  5.18400E+01  1.93111E+05  2.50453E-02
  5.19000E+01  1.92345E+05  2.49459E-02
  5.19600E+01  1.91583E+05  2.48471E-02
  5.20200E+01  1.90824E+05  2.47487E-02
  5.20800E+01  1.90070E+05  2.46508E-02
  5.21400E+01  1.89318E+05  2.45534E-02
  5.22000E+01  1.88571E+05  2.44565E-02
  5.22600E+01  1.87827E+05  2.43600E-02
  5.23200E+01  1.87087E+05  2.42640E-02
  5.23800E+01  1.86351E+05  2.41685E-02
  5.24400E+01  1.85618E+05  2.40735E-02
  5.25000E+01  1.84888E+05  2.39789E-02
  5.25600E+01  1.84163E+05  2.38847E-02
  5.26200E+01  1.83440E+05  2.37910E-02
  5.26800E+01  1.82721E+05  2.36978E-02
  5.27400E+01  1.82006E+05  2.36050E-02
  5.28000E+01  1.81294E+05  2.35127E-02
  5.28600E+01  1.80586E+05  2.34208E-02
  5.29200E+01  1.79881E+05  2.33294E-02
  5.29800E+01  1.79179E+05  2.32384E-02
  5.30400E+01  1.78481E+05  2.31479E-02
  5.31000E+01  1.77786E+05  2.30577E-02
  5.31600E+01  1.77095E+05  2.29681E-02
  5.32200E+01  1.76406E+05  2.28788E-02
  5.32800E+01  1.75721E+05  2.27900E-02
  5.33400E+01  1.75040E+05  2.27016E-02
  5.34000E+01  1.74362E+05  2.26136E-02
  5.34600E+01  1.73687E+05  2.25261E-02
  5.35200E+01  1.73015E+05  2.24389E-02
  5.35800E+01  1.72346E+05  2.23522E-02
  5.36400E+01  1.71681E+05  2.22659E-02
  5.37000E+01  1.71018E+05  2.21800E-02
  5.37600E+01  1.70359E+05  2.20945E-02
  5.38200E+01  1.69703E+05  2.20095E-02
  5.38800E+01  1.69050E+05  2.19248E-02
  5.39400E+01  1.68401E+05  2.18405E-02
  5.40000E+01  1.67754E+05  2.17567E-02
  5.40600E+01  1.67111E+05  2.16732E-02
  5.41200E+01  1.66470E+05  2.15901E-02
  5.41800E+01  1.65833E+05  2.15075E-02
  5.42400E+01  1.65198E+05  2.14252E-02
  5.43000E+01  1.64567E+05  2.13433E-02
  5.43600E+01  1.63938E+05  2.12618E-02
  5.44200E+01  1.63313E+05  2.11806E-02
  5.44800E+01  1.62690E+05  2.10999E-02
  5.45400E+01  1.62071E+05  2.10195E-02
  5.46000E+01  1.61454E+05  2.09396E-02
  5.46600E+01  1.60840E+05  2.08600E-02
  5.47200E+01  1.60229E+05  2.07807E-02
  5.47800E+01  1.59621E+05  2.07019E-02
  5.48400E+01  1.59016E+05  2.06234E-02
  5.49000E+01  1.58414E+05  2.05453E-02
  5.49600E+01  1.57814E+05  2.04675E-02
  5.50200E+01  1.57218E+05  2.03901E-02
  5.50800E+01  1.56624E+05  2.03131E-02
  5.51400E+01  1.56033E+05  2.02364E-02
  5.52000E+01  1.55444E+05  2.01601E-02
  5.52600E+01  1.54859E+05  2.00842E-02
  5.53200E+01  1.54276E+05  2.00086E-02
  5.53800E+01  1.53696E+05  1.99333E-02
  5.54400E+01  1.53118E+05  1.98584E-02
  5.55000E+01  1.52543E+05  1.97839E-02
  5.55600E+01  1.51971E+05  1.97097E-02
  5.56200E+01  1.51402E+05  1.96358E-02
  5.56800E+01  1.50835E+05  1.95623E-02
  5.57400E+01  1.50271E+05  1.94892E-02
  5.58000E+01  1.49709E+05  1.94163E-02
  5.58600E+01  1.49150E+05  1.93438E-02
  5.59200E+01  1.48594E+05  1.92717E-02
  5.59800E+01  1.48040E+05  1.91998E-02
  5.60400E+01  1.47489E+05  1.91283E-02
  5.61000E+01  1.46940E+05  1.90572E-02
  5.61600E+01  1.46394E+05  1.89863E-02
  5.62200E+01  1.45850E+05  1.89158E-02
  5.62800E+01  1.45309E+05  1.88456E-02
  5.63400E+01  1.44770E+05  1.87758E-02
  5.64000E+01  1.44234E+05  1.87062E-02
  5.64600E+01  1.43700E+05  1.86370E-02
  5.65200E+01  1.43169E+05  1.85681E-02
  5.65800E+01  1.42640E+05  1.84995E-02
  5.66400E+01  1.42113E+05  1.84312E-02
  5.67000E+01  1.41589E+05  1.83632E-02
  5.67600E+01  1.41068E+05  1.82956E-02
  5.68200E+01  1.40548E+05  1.82282E-02
  5.68800E+01  1.40031E+05  1.81612E-02
  5.69400E+01  1.39517E+05  1.80945E-02
  5.70000E+01  1.39005E+05  1.80280E-02
  5.70600E+01  1.38495E+05  1.79619E-02
  5.71200E+01  1.37987E+05  1.78961E-02
  5.71800E+01  1.37482E+05  1.78305E-02
  5.72400E+01  1.36979E+05  1.77653E-02
  5.73000E+01  1.36478E+05  1.77004E-02
  5.73600E+01  1.35980E+05  1.76357E-02
  5.74200E+01  1.35483E+05  1.75714E-02
  5.74800E+01  1.34990E+05  1.75073E-02
  5.75400E+01  1.34498E+05  1.74435E-02
  5.76000E+01  1.34008E+05  1.73800E-02
  5.76600E+01  1.33521E+05  1.73168E-02
  5.77200E+01  1.33036E+05  1.72539E-02
  5.77800E+01  1.32553E+05  1.71913E-02
  5.78400E+01  1.32072E+05  1.71289E-02
  5.79000E+01  1.31594E+05  1.70669E-02
  5.79600E+01  1.31117E+05  1.70051E-02
  5.80200E+01  1.30643E+05  1.69436E-02
  5.80800E+01  1.30171E+05  1.68823E-02
  5.81400E+01  1.29701E+05  1.68214E-02
  5.82000E+01  1.29233E+05  1.67607E-02
  5.82600E+01  1.28767E+05  1.67003E-02
  5.83200E+01  1.28303E+05  1.66401E-02
  5.83800E+01  1.27841E+05  1.65802E-02
  5.84400E+01  1.27382E+05  1.65206E-02
  5.85000E+01  1.26924E+05  1.64613E-02
  5.85600E+01  1.26469E+05  1.64022E-02
  5.86200E+01  1.26015E+05  1.63434E-02
  5.86800E+01  1.25564E+05  1.62848E-02
  5.87400E+01  1.25114E+05  1.62265E-02
  5.88000E+01  1.24667E+05  1.61685E-02
  5.88600E+01  1.24221E+05  1.61107E-02
  5.89200E+01  1.23777E+05  1.60532E-02
  5.89800E+01  1.23336E+05  1.59959E-02
  5.90400E+01  1.22896E+05  1.59389E-02
  5.91000E+01  1.22458E+05  1.58821E-02
  5.91600E+01  1.22023E+05  1.58256E-02
  5.92200E+01  1.21589E+05  1.57693E-02
  5.92800E+01  1.21157E+05  1.57133E-02
  5.93400E+01  1.20727E+05  1.56575E-02
  5.94000E+01  1.20299E+05  1.56020E-02
  5.94600E+01  1.19872E+05  1.55467E-02
  5.95200E+01  1.19448E+05  1.54917E-02
  5.95800E+01  1.19026E+05  1.54369E-02
  5.96400E+01  1.18605E+05  1.53823E-02
  5.97000E+01  1.18186E+05  1.53280E-02
  5.97600E+01  1.17769E+05  1.52739E-02
  5.98200E+01  1.17354E+05  1.52200E-02
  5.98800E+01  1.16940E+05  1.51664E-02
  5.99400E+01  1.16529E+05  1.51131E-02
  6.00000E+01  1.16119E+05  1.50599E-02
