 lamda  B B_N
  5.58000E+00  4.10242E+10  1.28664E-03
  5.59000E+00  4.07482E+10  1.27798E-03
  5.60000E+00  4.04745E+10  1.26940E-03
  5.61000E+00  4.02031E+10  1.26089E-03
  5.62000E+00  3.99340E+10  1.25245E-03
  5.63000E+00  3.96671E+10  1.24408E-03
  5.64000E+00  3.94024E+10  1.23578E-03
  5.65000E+00  3.91400E+10  1.22755E-03
  5.66000E+00  3.88797E+10  1.21938E-03
  5.67000E+00  3.86216E+10  1.21129E-03
  5.68000E+00  3.83656E+10  1.20326E-03
  5.69000E+00  3.81117E+10  1.19530E-03
  5.70000E+00  3.78599E+10  1.18740E-03
  5.71000E+00  3.76102E+10  1.17957E-03
  5.72000E+00  3.73626E+10  1.17180E-03
  5.73000E+00  3.71170E+10  1.16410E-03
  5.74000E+00  3.68733E+10  1.15646E-03
  5.75000E+00  3.66317E+10  1.14888E-03
  5.76000E+00  3.63921E+10  1.14136E-03
  5.77000E+00  3.61544E+10  1.13391E-03
  5.78000E+00  3.59186E+10  1.12652E-03
  5.79000E+00  3.56848E+10  1.11918E-03
  5.80000E+00  3.54529E+10  1.11191E-03
  5.81000E+00  3.52228E+10  1.10469E-03
  5.82000E+00  3.49946E+10  1.09753E-03
  5.83000E+00  3.47682E+10  1.09044E-03
  5.84000E+00  3.45437E+10  1.08339E-03
  5.85000E+00  3.43209E+10  1.07641E-03
  5.86000E+00  3.41000E+10  1.06948E-03
  5.87000E+00  3.38808E+10  1.06260E-03
  5.88000E+00  3.36634E+10  1.05579E-03
  5.89000E+00  3.34478E+10  1.04902E-03
  5.90000E+00  3.32338E+10  1.04231E-03
  5.91000E+00  3.30216E+10  1.03565E-03
  5.92000E+00  3.28110E+10  1.02905E-03
  5.93000E+00  3.26021E+10  1.02250E-03
  5.94000E+00  3.23949E+10  1.01600E-03
  5.95000E+00  3.21893E+10  1.00955E-03
  5.96000E+00  3.19853E+10  1.00316E-03
  5.97000E+00  3.17830E+10  9.96810E-04
  5.98000E+00  3.15822E+10  9.90513E-04
  5.99000E+00  3.13831E+10  9.84267E-04
  6.00000E+00  3.11855E+10  9.78069E-04
  6.01000E+00  3.09894E+10  9.71920E-04
  6.02000E+00  3.07949E+10  9.65819E-04
  6.03000E+00  3.06019E+10  9.59766E-04
  6.04000E+00  3.04104E+10  9.53761E-04
  6.05000E+00  3.02204E+10  9.47802E-04
  6.06000E+00  3.00319E+10  9.41889E-04
  6.07000E+00  2.98448E+10  9.36023E-04
  6.08000E+00  2.96592E+10  9.30202E-04
  6.09000E+00  2.94751E+10  9.24426E-04
  6.10000E+00  2.92923E+10  9.18695E-04
  6.11000E+00  2.91110E+10  9.13008E-04
  6.12000E+00  2.89311E+10  9.07365E-04
  6.13000E+00  2.87525E+10  9.01765E-04
  6.14000E+00  2.85754E+10  8.96209E-04
  6.15000E+00  2.83996E+10  8.90695E-04
  6.16000E+00  2.82251E+10  8.85224E-04
  6.17000E+00  2.80520E+10  8.79794E-04
  6.18000E+00  2.78802E+10  8.74406E-04
  6.19000E+00  2.77097E+10  8.69059E-04
  6.20000E+00  2.75405E+10  8.63753E-04
  6.21000E+00  2.73726E+10  8.58487E-04
  6.22000E+00  2.72060E+10  8.53261E-04
  6.23000E+00  2.70406E+10  8.48075E-04
  6.24000E+00  2.68765E+10  8.42928E-04
  6.25000E+00  2.67137E+10  8.37820E-04
  6.26000E+00  2.65520E+10  8.32751E-04
  6.27000E+00  2.63916E+10  8.27720E-04
  6.28000E+00  2.62324E+10  8.22727E-04
  6.29000E+00  2.60744E+10  8.17771E-04
  6.30000E+00  2.59176E+10  8.12853E-04
  6.31000E+00  2.57619E+10  8.07971E-04
  6.32000E+00  2.56075E+10  8.03126E-04
  6.33000E+00  2.54541E+10  7.98317E-04
  6.34000E+00  2.53019E+10  7.93544E-04
  6.35000E+00  2.51509E+10  7.88807E-04
  6.36000E+00  2.50010E+10  7.84105E-04
  6.37000E+00  2.48522E+10  7.79438E-04
  6.38000E+00  2.47045E+10  7.74805E-04
  6.39000E+00  2.45578E+10  7.70207E-04
  6.40000E+00  2.44123E+10  7.65643E-04
  6.41000E+00  2.42679E+10  7.61113E-04
  6.42000E+00  2.41245E+10  7.56615E-04
  6.43000E+00  2.39821E+10  7.52152E-04
  6.44000E+00  2.38409E+10  7.47720E-04
  6.45000E+00  2.37006E+10  7.43322E-04
  6.46000E+00  2.35614E+10  7.38956E-04
  6.47000E+00  2.34232E+10  7.34621E-04
  6.48000E+00  2.32860E+10  7.30319E-04
  6.49000E+00  2.31498E+10  7.26048E-04
  6.50000E+00  2.30146E+10  7.21808E-04
  6.51000E+00  2.28804E+10  7.17599E-04
  6.52000E+00  2.27472E+10  7.13420E-04
  6.53000E+00  2.26149E+10  7.09272E-04
  6.54000E+00  2.24836E+10  7.05154E-04
  6.55000E+00  2.23533E+10  7.01065E-04
  6.56000E+00  2.22239E+10  6.97007E-04
  6.57000E+00  2.20954E+10  6.92977E-04
  6.58000E+00  2.19678E+10  6.88977E-04
  6.59000E+00  2.18412E+10  6.85005E-04
  6.60000E+00  2.17155E+10  6.81062E-04
  6.61000E+00  2.15906E+10  6.77147E-04
  6.62000E+00  2.14667E+10  6.73260E-04
  6.63000E+00  2.13437E+10  6.69401E-04
  6.64000E+00  2.12215E+10  6.65570E-04
  6.65000E+00  2.11002E+10  6.61766E-04
  6.66000E+00  2.09798E+10  6.57989E-04
  6.67000E+00  2.08602E+10  6.54239E-04
  6.68000E+00  2.07415E+10  6.50516E-04
  6.69000E+00  2.06236E+10  6.46819E-04
  6.70000E+00  2.05066E+10  6.43148E-04
  6.71000E+00  2.03904E+10  6.39503E-04
  6.72000E+00  2.02750E+10  6.35884E-04
  6.73000E+00  2.01604E+10  6.32291E-04
  6.74000E+00  2.00466E+10  6.28723E-04
  6.75000E+00  1.99337E+10  6.25179E-04
  6.76000E+00  1.98215E+10  6.21661E-04
  6.77000E+00  1.97101E+10  6.18168E-04
  6.78000E+00  1.95995E+10  6.14699E-04
  6.79000E+00  1.94897E+10  6.11254E-04
  6.80000E+00  1.93806E+10  6.07833E-04
  6.81000E+00  1.92723E+10  6.04437E-04
  6.82000E+00  1.91648E+10  6.01064E-04
  6.83000E+00  1.90579E+10  5.97714E-04
  6.84000E+00  1.89519E+10  5.94388E-04
  6.85000E+00  1.88466E+10  5.91084E-04
  6.86000E+00  1.87420E+10  5.87804E-04
  6.87000E+00  1.86381E+10  5.84546E-04
  6.88000E+00  1.85349E+10  5.81311E-04
  6.89000E+00  1.84325E+10  5.78098E-04
  6.90000E+00  1.83308E+10  5.74908E-04
  6.91000E+00  1.82297E+10  5.71739E-04
  6.92000E+00  1.81294E+10  5.68592E-04
  6.93000E+00  1.80297E+10  5.65467E-04
  6.94000E+00  1.79308E+10  5.62363E-04
  6.95000E+00  1.78325E+10  5.59280E-04
  6.96000E+00  1.77349E+10  5.56218E-04
  6.97000E+00  1.76379E+10  5.53178E-04
  6.98000E+00  1.75416E+10  5.50158E-04
  6.99000E+00  1.74460E+10  5.47158E-04
  7.00000E+00  1.73510E+10  5.44179E-04
  7.01000E+00  1.72567E+10  5.41220E-04
  7.02000E+00  1.71630E+10  5.38282E-04
  7.03000E+00  1.70699E+10  5.35363E-04
  7.04000E+00  1.69775E+10  5.32464E-04
  7.05000E+00  1.68856E+10  5.29584E-04
  7.06000E+00  1.67944E+10  5.26724E-04
  7.07000E+00  1.67039E+10  5.23883E-04
  7.08000E+00  1.66139E+10  5.21061E-04
  7.09000E+00  1.65245E+10  5.18259E-04
  7.10000E+00  1.64358E+10  5.15475E-04
  7.11000E+00  1.63476E+10  5.12709E-04
  7.12000E+00  1.62600E+10  5.09963E-04
  7.13000E+00  1.61730E+10  5.07234E-04
  7.14000E+00  1.60866E+10  5.04524E-04
  7.15000E+00  1.60008E+10  5.01832E-04
  7.16000E+00  1.59155E+10  4.99157E-04
  7.17000E+00  1.58308E+10  4.96501E-04
  7.18000E+00  1.57467E+10  4.93862E-04
  7.19000E+00  1.56631E+10  4.91241E-04
  7.20000E+00  1.55800E+10  4.88637E-04
  7.21000E+00  1.54976E+10  4.86050E-04
  7.22000E+00  1.54156E+10  4.83480E-04
  7.23000E+00  1.53342E+10  4.80927E-04
  7.24000E+00  1.52534E+10  4.78391E-04
  7.25000E+00  1.51730E+10  4.75872E-04
  7.26000E+00  1.50932E+10  4.73369E-04
  7.27000E+00  1.50140E+10  4.70883E-04
  7.28000E+00  1.49352E+10  4.68413E-04
  7.29000E+00  1.48570E+10  4.65959E-04
  7.30000E+00  1.47792E+10  4.63521E-04
  7.31000E+00  1.47020E+10  4.61099E-04
  7.32000E+00  1.46253E+10  4.58693E-04
  7.33000E+00  1.45491E+10  4.56302E-04
  7.34000E+00  1.44734E+10  4.53927E-04
  7.35000E+00  1.43981E+10  4.51568E-04
  7.36000E+00  1.43234E+10  4.49224E-04
  7.37000E+00  1.42491E+10  4.46895E-04
  7.38000E+00  1.41753E+10  4.44581E-04
  7.39000E+00  1.41020E+10  4.42281E-04
  7.40000E+00  1.40292E+10  4.39997E-04
  7.41000E+00  1.39568E+10  4.37728E-04
  7.42000E+00  1.38849E+10  4.35473E-04
  7.43000E+00  1.38135E+10  4.33232E-04
  7.44000E+00  1.37425E+10  4.31006E-04
  7.45000E+00  1.36720E+10  4.28795E-04
  7.46000E+00  1.36019E+10  4.26597E-04
  7.47000E+00  1.35323E+10  4.24413E-04
  7.48000E+00  1.34631E+10  4.22244E-04
  7.49000E+00  1.33944E+10  4.20088E-04
  7.50000E+00  1.33261E+10  4.17946E-04
  7.51000E+00  1.32582E+10  4.15817E-04
  7.52000E+00  1.31908E+10  4.13703E-04
  7.53000E+00  1.31238E+10  4.11601E-04
  7.54000E+00  1.30572E+10  4.09513E-04
  7.55000E+00  1.29910E+10  4.07438E-04
  7.56000E+00  1.29253E+10  4.05376E-04
  7.57000E+00  1.28600E+10  4.03327E-04
  7.58000E+00  1.27951E+10  4.01291E-04
  7.59000E+00  1.27306E+10  3.99268E-04
  7.60000E+00  1.26664E+10  3.97258E-04
  7.61000E+00  1.26028E+10  3.95260E-04
  7.62000E+00  1.25395E+10  3.93275E-04
  7.63000E+00  1.24766E+10  3.91302E-04
  7.64000E+00  1.24140E+10  3.89341E-04
  7.65000E+00  1.23519E+10  3.87393E-04
  7.66000E+00  1.22902E+10  3.85457E-04
  7.67000E+00  1.22289E+10  3.83533E-04
  7.68000E+00  1.21679E+10  3.81621E-04
  7.69000E+00  1.21073E+10  3.79721E-04
  7.70000E+00  1.20471E+10  3.77833E-04
  7.71000E+00  1.19873E+10  3.75956E-04
  7.72000E+00  1.19278E+10  3.74091E-04
  7.73000E+00  1.18687E+10  3.72238E-04
  7.74000E+00  1.18100E+10  3.70396E-04
  7.75000E+00  1.17516E+10  3.68565E-04
  7.76000E+00  1.16936E+10  3.66746E-04
  7.77000E+00  1.16359E+10  3.64938E-04
  7.78000E+00  1.15787E+10  3.63141E-04
  7.79000E+00  1.15217E+10  3.61355E-04
  7.80000E+00  1.14651E+10  3.59580E-04
  7.81000E+00  1.14089E+10  3.57816E-04
  7.82000E+00  1.13530E+10  3.56063E-04
  7.83000E+00  1.12974E+10  3.54320E-04
  7.84000E+00  1.12422E+10  3.52588E-04
  7.85000E+00  1.11873E+10  3.50867E-04
  7.86000E+00  1.11327E+10  3.49156E-04
  7.87000E+00  1.10785E+10  3.47455E-04
  7.88000E+00  1.10246E+10  3.45765E-04
  7.89000E+00  1.09711E+10  3.44085E-04
  7.90000E+00  1.09178E+10  3.42416E-04
  7.91000E+00  1.08649E+10  3.40756E-04
  7.92000E+00  1.08123E+10  3.39106E-04
  7.93000E+00  1.07600E+10  3.37467E-04
  7.94000E+00  1.07081E+10  3.35837E-04
  7.95000E+00  1.06564E+10  3.34217E-04
  7.96000E+00  1.06051E+10  3.32607E-04
  7.97000E+00  1.05540E+10  3.31006E-04
  7.98000E+00  1.05033E+10  3.29415E-04
  7.99000E+00  1.04529E+10  3.27834E-04
  8.00000E+00  1.04028E+10  3.26262E-04
  8.01000E+00  1.03530E+10  3.24700E-04
  8.02000E+00  1.03034E+10  3.23147E-04
  8.03000E+00  1.02542E+10  3.21603E-04
  8.04000E+00  1.02053E+10  3.20068E-04
  8.05000E+00  1.01566E+10  3.18543E-04
  8.06000E+00  1.01083E+10  3.17026E-04
  8.07000E+00  1.00602E+10  3.15519E-04
  8.08000E+00  1.00124E+10  3.14020E-04
  8.09000E+00  9.96495E+09  3.12531E-04
  8.10000E+00  9.91774E+09  3.11050E-04
  8.11000E+00  9.87080E+09  3.09578E-04
  8.12000E+00  9.82414E+09  3.08114E-04
  8.13000E+00  9.77776E+09  3.06660E-04
  8.14000E+00  9.73165E+09  3.05213E-04
  8.15000E+00  9.68581E+09  3.03776E-04
  8.16000E+00  9.64024E+09  3.02347E-04
  8.17000E+00  9.59494E+09  3.00926E-04
  8.18000E+00  9.54990E+09  2.99513E-04
  8.19000E+00  9.50513E+09  2.98109E-04
  8.20000E+00  9.46062E+09  2.96713E-04
  8.21000E+00  9.41636E+09  2.95325E-04
  8.22000E+00  9.37237E+09  2.93945E-04
  8.23000E+00  9.32864E+09  2.92574E-04
  8.24000E+00  9.28516E+09  2.91210E-04
  8.25000E+00  9.24192E+09  2.89854E-04
  8.26000E+00  9.19895E+09  2.88506E-04
  8.27000E+00  9.15622E+09  2.87166E-04
  8.28000E+00  9.11374E+09  2.85834E-04
  8.29000E+00  9.07150E+09  2.84509E-04
  8.30000E+00  9.02951E+09  2.83192E-04
  8.31000E+00  8.98777E+09  2.81883E-04
  8.32000E+00  8.94626E+09  2.80581E-04
  8.33000E+00  8.90499E+09  2.79287E-04
  8.34000E+00  8.86396E+09  2.78000E-04
  8.35000E+00  8.82317E+09  2.76721E-04
  8.36000E+00  8.78261E+09  2.75449E-04
  8.37000E+00  8.74228E+09  2.74184E-04
  8.38000E+00  8.70218E+09  2.72926E-04
  8.39000E+00  8.66231E+09  2.71676E-04
  8.40000E+00  8.62267E+09  2.70433E-04
  8.41000E+00  8.58326E+09  2.69197E-04
  8.42000E+00  8.54407E+09  2.67968E-04
  8.43000E+00  8.50511E+09  2.66746E-04
  8.44000E+00  8.46637E+09  2.65530E-04
  8.45000E+00  8.42784E+09  2.64322E-04
  8.46000E+00  8.38953E+09  2.63121E-04
  8.47000E+00  8.35145E+09  2.61926E-04
  8.48000E+00  8.31358E+09  2.60739E-04
  8.49000E+00  8.27592E+09  2.59558E-04
  8.50000E+00  8.23848E+09  2.58383E-04
  8.51000E+00  8.20124E+09  2.57215E-04
  8.52000E+00  8.16422E+09  2.56054E-04
  8.53000E+00  8.12741E+09  2.54900E-04
  8.54000E+00  8.09080E+09  2.53752E-04
  8.55000E+00  8.05440E+09  2.52610E-04
  8.56000E+00  8.01820E+09  2.51475E-04
  8.57000E+00  7.98221E+09  2.50346E-04
  8.58000E+00  7.94641E+09  2.49223E-04
  8.59000E+00  7.91082E+09  2.48107E-04
  8.60000E+00  7.87543E+09  2.46997E-04
  8.61000E+00  7.84023E+09  2.45893E-04
  8.62000E+00  7.80523E+09  2.44795E-04
  8.63000E+00  7.77043E+09  2.43704E-04
  8.64000E+00  7.73582E+09  2.42618E-04
  8.65000E+00  7.70140E+09  2.41539E-04
  8.66000E+00  7.66717E+09  2.40465E-04
  8.67000E+00  7.63314E+09  2.39398E-04
  8.68000E+00  7.59929E+09  2.38336E-04
  8.69000E+00  7.56562E+09  2.37281E-04
  8.70000E+00  7.53215E+09  2.36231E-04
  8.71000E+00  7.49886E+09  2.35186E-04
  8.72000E+00  7.46575E+09  2.34148E-04
  8.73000E+00  7.43283E+09  2.33116E-04
  8.74000E+00  7.40008E+09  2.32089E-04
  8.75000E+00  7.36752E+09  2.31067E-04
  8.76000E+00  7.33513E+09  2.30052E-04
  8.77000E+00  7.30293E+09  2.29042E-04
  8.78000E+00  7.27090E+09  2.28037E-04
  8.79000E+00  7.23904E+09  2.27038E-04
  8.80000E+00  7.20736E+09  2.26044E-04
  8.81000E+00  7.17585E+09  2.25056E-04
  8.82000E+00  7.14451E+09  2.24073E-04
  8.83000E+00  7.11335E+09  2.23096E-04
  8.84000E+00  7.08235E+09  2.22124E-04
  8.85000E+00  7.05153E+09  2.21157E-04
  8.86000E+00  7.02087E+09  2.20195E-04
  8.87000E+00  6.99037E+09  2.19239E-04
  8.88000E+00  6.96005E+09  2.18288E-04
  8.89000E+00  6.92988E+09  2.17342E-04
  8.90000E+00  6.89988E+09  2.16401E-04
  8.91000E+00  6.87004E+09  2.15465E-04
  8.92000E+00  6.84036E+09  2.14534E-04
  8.93000E+00  6.81085E+09  2.13608E-04
  8.94000E+00  6.78149E+09  2.12688E-04
  8.95000E+00  6.75229E+09  2.11772E-04
  8.96000E+00  6.72324E+09  2.10861E-04
  8.97000E+00  6.69435E+09  2.09955E-04
  8.98000E+00  6.66562E+09  2.09054E-04
  8.99000E+00  6.63704E+09  2.08157E-04
  9.00000E+00  6.60861E+09  2.07266E-04
  9.01000E+00  6.58034E+09  2.06379E-04
  9.02000E+00  6.55222E+09  2.05497E-04
  9.03000E+00  6.52424E+09  2.04620E-04
  9.04000E+00  6.49642E+09  2.03747E-04
  9.05000E+00  6.46874E+09  2.02879E-04
  9.06000E+00  6.44121E+09  2.02016E-04
  9.07000E+00  6.41383E+09  2.01157E-04
  9.08000E+00  6.38659E+09  2.00303E-04
  9.09000E+00  6.35950E+09  1.99453E-04
  9.10000E+00  6.33255E+09  1.98608E-04
  9.11000E+00  6.30574E+09  1.97767E-04
  9.12000E+00  6.27907E+09  1.96931E-04
  9.13000E+00  6.25255E+09  1.96099E-04
  9.14000E+00  6.22617E+09  1.95271E-04
  9.15000E+00  6.19992E+09  1.94448E-04
  9.16000E+00  6.17381E+09  1.93629E-04
  9.17000E+00  6.14784E+09  1.92815E-04
  9.18000E+00  6.12201E+09  1.92004E-04
  9.19000E+00  6.09631E+09  1.91198E-04
  9.20000E+00  6.07074E+09  1.90397E-04
  9.21000E+00  6.04531E+09  1.89599E-04
  9.22000E+00  6.02001E+09  1.88806E-04
  9.23000E+00  5.99485E+09  1.88016E-04
  9.24000E+00  5.96981E+09  1.87231E-04
  9.25000E+00  5.94491E+09  1.86450E-04
  9.26000E+00  5.92014E+09  1.85673E-04
  9.27000E+00  5.89549E+09  1.84900E-04
  9.28000E+00  5.87097E+09  1.84131E-04
  9.29000E+00  5.84658E+09  1.83366E-04
  9.30000E+00  5.82232E+09  1.82605E-04
  9.31000E+00  5.79818E+09  1.81848E-04
  9.32000E+00  5.77417E+09  1.81095E-04
  9.33000E+00  5.75028E+09  1.80346E-04
  9.34000E+00  5.72651E+09  1.79601E-04
  9.35000E+00  5.70287E+09  1.78859E-04
  9.36000E+00  5.67935E+09  1.78121E-04
  9.37000E+00  5.65595E+09  1.77387E-04
  9.38000E+00  5.63267E+09  1.76657E-04
  9.39000E+00  5.60951E+09  1.75931E-04
  9.40000E+00  5.58647E+09  1.75208E-04
  9.41000E+00  5.56355E+09  1.74489E-04
  9.42000E+00  5.54074E+09  1.73774E-04
  9.43000E+00  5.51805E+09  1.73063E-04
  9.44000E+00  5.49548E+09  1.72355E-04
  9.45000E+00  5.47302E+09  1.71650E-04
  9.46000E+00  5.45067E+09  1.70949E-04
  9.47000E+00  5.42845E+09  1.70252E-04
  9.48000E+00  5.40633E+09  1.69559E-04
  9.49000E+00  5.38432E+09  1.68868E-04
  9.50000E+00  5.36243E+09  1.68182E-04
  9.51000E+00  5.34065E+09  1.67499E-04
  9.52000E+00  5.31898E+09  1.66819E-04
  9.53000E+00  5.29742E+09  1.66143E-04
  9.54000E+00  5.27597E+09  1.65470E-04
  9.55000E+00  5.25462E+09  1.64801E-04
  9.56000E+00  5.23339E+09  1.64135E-04
  9.57000E+00  5.21226E+09  1.63472E-04
  9.58000E+00  5.19124E+09  1.62813E-04
  9.59000E+00  5.17032E+09  1.62157E-04
  9.60000E+00  5.14951E+09  1.61504E-04
  9.61000E+00  5.12881E+09  1.60855E-04
  9.62000E+00  5.10820E+09  1.60208E-04
  9.63000E+00  5.08770E+09  1.59566E-04
  9.64000E+00  5.06731E+09  1.58926E-04
  9.65000E+00  5.04701E+09  1.58289E-04
  9.66000E+00  5.02682E+09  1.57656E-04
  9.67000E+00  5.00673E+09  1.57026E-04
  9.68000E+00  4.98674E+09  1.56399E-04
  9.69000E+00  4.96684E+09  1.55775E-04
  9.70000E+00  4.94705E+09  1.55154E-04
  9.71000E+00  4.92735E+09  1.54537E-04
  9.72000E+00  4.90776E+09  1.53922E-04
  9.73000E+00  4.88826E+09  1.53310E-04
  9.74000E+00  4.86885E+09  1.52702E-04
  9.75000E+00  4.84955E+09  1.52096E-04
  9.76000E+00  4.83033E+09  1.51494E-04
  9.77000E+00  4.81122E+09  1.50894E-04
  9.78000E+00  4.79220E+09  1.50298E-04
  9.79000E+00  4.77327E+09  1.49704E-04
  9.80000E+00  4.75443E+09  1.49113E-04
  9.81000E+00  4.73569E+09  1.48525E-04
  9.82000E+00  4.71704E+09  1.47941E-04
  9.83000E+00  4.69848E+09  1.47358E-04
  9.84000E+00  4.68002E+09  1.46779E-04
  9.85000E+00  4.66164E+09  1.46203E-04
  9.86000E+00  4.64336E+09  1.45629E-04
  9.87000E+00  4.62516E+09  1.45059E-04
  9.88000E+00  4.60705E+09  1.44491E-04
  9.89000E+00  4.58903E+09  1.43926E-04
  9.90000E+00  4.57110E+09  1.43363E-04
  9.91000E+00  4.55326E+09  1.42804E-04
  9.92000E+00  4.53550E+09  1.42247E-04
  9.93000E+00  4.51783E+09  1.41693E-04
  9.94000E+00  4.50024E+09  1.41141E-04
  9.95000E+00  4.48275E+09  1.40592E-04
  9.96000E+00  4.46533E+09  1.40046E-04
  9.97000E+00  4.44800E+09  1.39503E-04
  9.98000E+00  4.43076E+09  1.38962E-04
  9.99000E+00  4.41359E+09  1.38423E-04
  1.00000E+01  4.39651E+09  1.37888E-04
